A1,A2,A3,A4,A5,C1,C2,C3,C4,C5,E1,E2,E3,E4,E5,N1,N2,N3,N4,N5,O1,O2,O3,O4,O5,gender,education,age,group
3,1,5,6,4,5,6,1,2,1,5,3,5,6,5,1,1,1,1,1,6,4,6,6,1,1,3,18,
2,4,2,2,3,5,5,5,2,2,4,5,2,3,2,4,5,3,4,4,5,3,4,4,5,1,3,19,
2,5,6,6,2,5,5,5,1,2,2,5,2,2,5,2,5,6,2,6,4,6,4,6,2,1,2,42,
2,6,6,6,5,5,5,6,2,2,1,2,5,6,4,2,4,4,2,4,5,2,5,4,2,2,3,19,
1,6,6,5,5,5,4,5,2,6,1,2,6,6,6,5,6,5,4,6,6,6,5,5,2,2,3,35,
1,6,NA,6,6,5,6,5,NA,1,1,3,6,5,5,1,1,5,1,1,5,1,4,5,2,2,3,52,
2,5,4,5,5,4,4,5,3,4,3,2,4,5,5,4,3,2,2,2,5,4,4,4,4,1,3,19,
2,6,5,5,2,4,6,5,2,4,2,6,4,3,5,2,4,5,4,2,4,4,5,5,1,2,3,41,
1,6,5,6,6,5,5,6,2,2,2,2,5,5,6,4,4,1,1,3,5,3,4,5,2,2,4,23,
1,6,6,NA,5,1,6,6,1,1,2,5,4,4,6,5,5,6,4,3,5,1,2,5,1,2,3,42,
2,5,5,5,5,3,4,5,2,4,2,2,6,6,6,3,2,3,2,2,5,4,5,6,2,1,1,19,
1,6,6,6,1,4,2,2,2,4,1,1,6,5,6,2,2,2,3,2,6,1,6,5,1,2,3,45,
1,5,4,5,5,6,5,6,1,1,2,1,5,6,5,3,3,4,2,3,5,1,5,5,2,2,3,44,
1,3,4,4,4,5,6,4,4,4,6,4,2,3,2,3,2,1,1,2,5,1,4,6,2,1,3,21,
2,6,5,6,4,5,5,6,2,3,1,2,5,6,5,3,5,2,2,2,5,4,5,3,3,2,1,19,
3,6,5,4,4,5,5,6,2,4,4,4,3,4,5,4,4,5,4,5,6,4,6,6,2,1,3,18,
1,1,5,6,6,6,5,2,1,5,4,5,2,5,3,3,4,4,2,3,6,1,6,6,1,1,5,34,
2,6,4,2,5,NA,3,3,1,1,5,4,6,3,5,1,1,1,4,1,6,1,5,4,1,1,5,25,
1,6,5,6,5,6,6,6,1,2,1,2,4,6,6,1,4,1,3,1,6,1,5,6,1,2,5,53,
1,5,5,6,5,3,4,3,2,2,2,3,3,5,3,3,3,3,3,2,4,2,2,5,2,2,3,36,
5,4,6,2,4,4,4,4,3,5,5,4,2,4,5,5,6,5,4,5,5,1,5,6,6,1,1,19,
5,6,6,6,6,6,5,5,1,1,2,3,5,6,6,2,5,4,NA,4,6,4,5,4,3,2,4,31,
3,5,5,3,4,4,4,6,2,4,1,3,5,5,6,3,5,4,5,3,6,2,4,6,2,1,5,23,
1,6,6,5,6,4,5,5,2,2,2,1,3,5,5,1,1,2,2,1,6,4,4,3,2,2,3,19,
3,4,5,6,2,3,5,4,2,3,3,2,3,5,4,2,3,2,2,5,2,2,3,2,2,2,3,26,
2,4,4,6,4,4,5,4,2,2,1,2,4,5,4,4,3,5,6,2,2,3,5,5,3,2,2,23,
3,4,4,6,5,3,3,2,3,4,1,1,3,6,4,2,2,1,1,1,4,3,4,3,2,1,3,25,
3,3,3,4,5,3,5,5,1,6,1,4,4,5,5,4,3,4,2,4,5,4,4,4,3,2,NA,17,
2,5,4,4,3,4,3,4,3,4,3,4,3,3,3,4,4,4,4,2,4,3,3,5,4,2,1,17,
3,5,2,1,2,5,1,2,2,4,1,2,5,5,6,4,6,3,2,3,5,2,6,5,5,2,1,17,
4,6,4,2,4,4,4,4,4,4,4,2,3,5,3,4,5,2,2,2,5,1,4,5,3,1,NA,17,
2,5,5,2,4,5,5,4,3,4,2,2,4,5,5,5,6,5,5,5,2,3,4,6,2,2,3,16,
3,6,6,3,4,3,4,6,2,1,6,3,1,4,4,2,1,2,6,6,6,2,6,2,3,1,NA,17,
1,5,6,5,5,5,4,4,2,2,2,1,5,6,4,2,3,2,4,1,6,4,4,5,3,1,NA,17,
2,4,5,1,5,4,2,2,4,3,2,5,4,4,4,3,4,3,3,4,5,5,3,4,4,1,NA,17,
1,5,4,5,5,6,6,2,1,1,NA,6,2,5,5,4,4,5,6,6,4,2,3,6,4,2,3,20,
3,4,6,1,2,5,5,2,3,5,1,6,5,4,5,4,5,5,6,2,3,2,5,6,4,2,NA,17,
3,4,2,3,4,4,5,3,3,5,2,4,5,5,5,4,4,4,5,2,5,2,5,6,1,1,NA,17,
2,5,6,5,4,3,2,2,5,6,2,3,3,6,4,3,3,5,4,3,3,2,3,6,2,1,NA,16,
2,5,6,2,4,6,6,6,1,4,3,2,2,5,3,2,4,1,5,5,3,4,2,6,3,2,NA,17,
2,4,5,2,3,4,4,4,2,4,1,5,4,4,4,4,4,4,5,4,4,3,4,4,3,2,NA,17,
1,5,5,5,5,3,4,3,4,4,1,4,5,4,6,3,3,3,2,4,5,1,4,6,2,1,NA,17,
1,5,5,6,4,5,5,3,2,3,5,4,2,2,5,5,2,4,2,4,5,2,5,5,1,2,3,24,
2,6,6,6,6,5,5,5,3,4,2,1,5,6,6,2,5,3,2,1,5,2,5,5,2,1,3,18,
1,5,6,2,3,5,3,2,2,4,5,4,4,5,6,2,3,5,5,2,6,4,6,6,2,1,3,22,
3,6,6,6,6,6,5,6,2,1,1,1,6,6,5,2,2,3,2,2,6,1,5,6,1,2,3,27,
2,5,5,5,5,4,4,5,2,2,3,2,2,5,2,1,1,2,2,1,2,4,2,4,3,2,3,32,
1,6,6,6,5,5,6,6,4,3,4,4,5,5,5,4,2,2,3,4,6,4,6,6,1,1,1,34,
1,6,5,2,4,5,3,5,1,1,1,1,3,6,5,5,4,4,1,1,6,1,6,6,1,2,4,22,
2,5,5,4,5,5,4,4,2,5,2,4,5,5,3,3,3,3,2,3,4,1,4,3,3,1,5,21,
1,5,5,6,4,5,5,5,2,2,2,2,2,2,6,5,6,2,4,4,6,1,5,5,2,2,3,24,
2,6,3,3,3,2,2,4,3,4,4,6,3,2,3,5,5,5,5,4,3,2,4,6,3,2,3,19,
1,4,6,6,6,4,5,5,2,3,1,4,5,6,NA,3,3,2,1,1,4,3,6,5,1,2,3,30,
4,5,5,6,5,4,6,5,2,2,5,2,4,5,5,3,3,3,3,3,6,2,5,6,2,2,3,20,
3,4,4,2,4,2,2,4,5,6,2,2,4,5,5,6,6,5,5,4,4,4,4,5,3,2,2,19,
1,5,6,6,4,5,5,4,2,2,5,5,2,3,3,2,4,4,4,5,3,2,4,6,3,2,4,23,
3,3,4,2,3,3,3,3,3,4,3,4,4,4,2,3,3,2,3,3,3,4,3,4,4,1,1,19,
1,6,5,5,5,4,4,3,3,5,1,2,5,5,4,2,2,3,2,2,5,2,5,5,1,2,3,21,
NA,3,4,3,3,3,3,3,2,3,3,3,2,6,3,4,3,NA,3,2,4,4,2,4,3,2,NA,17,
1,5,5,4,4,4,4,6,3,5,1,1,4,6,5,3,4,4,3,2,6,1,6,6,1,1,3,21,
1,5,4,5,5,5,5,5,3,3,2,4,6,2,4,4,3,5,2,5,4,2,6,5,2,1,3,25,
3,4,5,5,4,4,4,4,4,5,2,2,3,6,4,2,3,2,2,3,5,4,4,4,2,2,3,22,
5,6,6,5,5,5,5,6,1,1,6,1,5,5,6,1,1,1,1,1,6,1,6,5,1,1,3,21,
1,4,3,5,3,1,5,5,6,6,6,6,2,2,1,5,4,6,6,6,4,6,4,6,1,2,NA,14,
4,3,4,4,3,5,4,5,3,3,2,2,4,5,5,4,4,4,3,2,4,3,5,4,3,1,3,21,
2,5,4,2,4,4,4,4,2,2,2,3,5,4,4,2,3,2,2,3,4,2,5,5,2,2,2,19,
5,3,4,4,5,4,3,2,4,4,1,1,3,6,4,4,4,2,2,3,3,2,5,3,3,2,NA,13,
3,3,5,6,5,3,5,5,2,2,1,2,4,6,6,2,2,5,1,3,5,3,3,3,3,2,2,31,
1,5,5,2,5,5,5,3,2,4,5,4,4,4,5,2,4,2,3,1,5,2,2,5,2,2,4,34,
4,5,2,1,4,5,4,5,4,4,5,5,4,5,3,5,5,5,5,5,4,5,5,6,3,2,NA,15,
1,5,1,5,6,3,5,5,4,1,1,4,4,5,5,2,5,1,1,1,6,1,6,6,5,2,1,37,
2,5,5,4,5,5,4,4,4,5,1,2,5,6,5,3,3,1,2,3,4,4,5,4,2,2,5,39,
1,6,6,6,6,4,4,4,2,3,1,5,6,5,5,5,6,6,4,5,5,2,5,6,2,2,NA,17,
1,6,3,4,2,5,6,5,1,1,2,3,4,5,4,4,1,3,2,5,5,2,6,6,1,1,1,16,
3,5,6,6,5,4,4,3,3,3,2,3,5,6,4,1,4,3,2,2,3,5,4,5,1,1,1,16,
4,4,2,1,5,6,4,4,2,5,1,4,5,5,4,2,2,1,1,1,6,1,6,6,1,1,NA,16,
1,1,1,3,1,1,1,1,6,6,1,6,1,2,1,6,4,5,3,5,1,6,1,2,6,1,NA,40,
2,4,3,2,4,3,3,4,2,3,5,2,2,4,4,1,3,6,5,4,5,1,4,6,1,2,NA,17,
4,6,6,1,6,6,5,6,1,1,1,3,4,5,5,5,6,5,1,6,5,3,6,5,1,2,1,17,
3,5,4,3,4,4,4,4,5,5,5,2,3,4,5,5,5,5,4,3,4,6,3,6,2,1,NA,17,
1,6,5,5,4,4,2,3,2,2,1,2,5,6,5,2,4,2,1,5,4,4,4,5,3,1,NA,17,
4,3,1,1,5,6,6,4,1,1,6,2,6,1,5,4,2,1,2,1,6,1,6,6,1,1,5,74,
1,6,NA,6,6,4,5,5,6,4,1,1,5,6,6,4,5,5,2,2,5,1,5,5,2,2,1,17,
2,5,5,6,5,5,4,4,3,3,2,2,5,5,5,3,NA,5,3,4,5,1,NA,4,1,2,3,30,
5,2,2,2,4,6,6,6,1,1,1,1,5,6,6,2,5,1,1,1,6,1,6,1,1,1,4,48,
2,5,5,5,2,4,5,4,4,4,2,2,5,5,4,4,5,1,3,4,5,3,5,5,2,2,3,32,
2,5,5,2,5,6,5,5,1,2,3,2,5,5,6,1,1,4,4,1,6,1,5,6,1,2,4,44,
2,6,6,6,6,6,6,5,1,3,1,1,5,6,5,2,2,2,4,6,5,2,4,2,4,2,3,40,
2,5,5,5,5,5,5,4,3,2,1,2,6,5,5,2,3,3,2,3,5,3,5,4,2,2,4,23,
1,6,3,5,6,5,5,6,1,4,1,1,4,6,5,4,4,4,2,2,5,2,6,4,4,2,3,40,
1,6,6,6,6,5,5,4,2,2,2,2,3,6,5,2,2,2,1,2,5,2,4,5,2,2,3,39,
6,5,5,4,5,4,2,4,3,5,2,3,5,5,4,4,4,5,4,5,4,2,5,6,1,1,NA,17,
4,4,3,5,4,4,5,2,4,5,4,4,3,4,2,6,5,5,5,5,3,6,2,5,4,2,3,25,
3,5,5,6,5,3,5,4,2,2,3,4,4,3,4,1,2,1,1,1,4,2,4,5,2,2,1,24,
2,5,5,4,5,3,3,4,3,4,1,1,5,6,2,4,2,1,1,4,4,2,4,4,3,1,NA,14,
2,5,5,5,NA,4,5,5,5,6,1,2,4,6,3,6,5,3,5,6,3,2,5,3,3,2,3,26,
2,6,4,4,4,4,4,5,1,2,1,3,4,4,6,4,3,1,1,1,5,1,4,3,1,1,4,34,
4,5,4,2,5,3,4,4,3,5,3,4,4,6,4,3,5,4,3,4,5,2,5,4,2,2,3,20,
2,5,2,4,6,4,1,2,5,5,1,3,2,5,2,2,2,5,6,6,5,1,5,6,1,2,3,63,
2,6,4,3,5,3,3,4,4,4,2,2,5,6,5,NA,2,2,3,3,5,2,5,5,3,2,1,18,
1,6,6,6,6,4,6,5,2,2,1,1,6,6,6,1,4,4,4,4,6,1,6,6,1,2,5,28,
2,5,6,6,5,5,5,5,2,NA,1,1,4,6,5,1,2,4,2,1,4,1,5,5,4,2,2,48,
5,5,4,6,4,6,5,5,2,4,3,4,3,6,4,3,4,5,5,2,4,5,2,5,2,2,3,39,
3,5,5,5,5,5,5,5,2,2,2,1,5,6,6,1,1,2,1,1,6,3,5,5,2,1,4,35,
5,5,5,4,5,5,4,4,2,3,3,5,5,5,NA,2,4,2,2,1,5,4,4,4,4,2,2,46,
2,5,5,4,2,4,4,5,1,4,2,4,3,4,4,1,1,2,4,2,5,1,5,5,1,1,3,20,
1,5,5,6,5,5,6,6,1,2,5,2,2,5,5,2,2,1,1,2,5,6,2,2,4,2,3,23,
2,2,5,5,4,5,NA,5,1,1,1,2,3,5,5,3,2,4,4,1,5,1,5,5,2,2,3,39,
1,6,6,6,1,5,2,5,2,4,2,4,4,6,4,1,1,1,1,2,5,3,1,2,3,2,2,42,
2,5,5,6,5,4,5,6,NA,1,2,2,4,4,6,4,4,4,1,4,4,6,4,4,4,1,3,26,
1,5,5,6,4,4,4,4,5,6,1,3,3,2,4,6,6,4,6,3,5,5,5,6,2,2,3,19,
5,4,2,4,5,5,6,5,2,4,2,5,4,5,4,2,5,5,5,5,5,4,3,NA,2,1,1,38,
2,4,6,1,4,6,3,4,3,5,1,1,3,1,6,6,4,1,4,6,1,1,6,6,2,2,3,22,
3,5,5,5,6,4,4,6,3,3,2,2,5,6,6,2,2,3,3,3,5,4,5,6,3,2,3,23,
2,6,6,6,6,5,5,6,2,1,2,1,6,6,5,2,3,2,2,4,6,4,5,6,3,2,3,24,
1,6,6,6,5,6,6,5,1,1,2,3,5,5,5,2,5,6,2,6,5,2,5,5,1,2,4,25,
4,6,4,6,4,5,5,4,5,6,1,1,2,5,4,5,6,6,6,6,1,6,2,5,6,2,3,21,
3,5,5,5,2,5,3,5,2,5,4,2,4,1,5,3,4,5,4,4,4,1,2,4,3,2,4,39,
3,5,5,5,5,5,2,5,2,2,2,2,5,5,5,2,1,2,2,2,3,1,3,3,2,1,5,31,
3,4,4,4,2,5,4,5,2,2,2,2,4,6,4,5,5,3,4,1,4,4,4,6,4,1,1,18,
6,3,2,4,4,6,6,6,1,2,4,4,5,6,5,1,4,1,1,1,6,2,6,6,1,1,3,20,
6,2,1,4,4,6,6,6,1,1,4,4,5,5,5,1,3,1,1,1,6,2,6,4,1,1,3,20,
3,4,5,4,6,4,3,4,4,4,4,3,5,5,4,3,5,2,2,2,6,3,5,NA,4,1,2,23,
3,5,5,5,5,5,5,5,2,4,5,6,4,5,3,1,1,1,1,2,5,2,4,5,3,1,4,24,
4,4,5,4,6,2,2,2,4,6,1,2,4,5,3,1,1,3,4,3,5,4,3,3,2,2,NA,57,
4,2,5,1,5,2,1,1,4,6,1,1,5,5,1,1,2,4,5,1,6,2,5,NA,2,1,3,20,
1,6,6,5,6,4,4,5,3,3,2,3,5,5,5,1,4,3,4,5,4,1,5,6,3,1,3,22,
2,5,5,6,4,4,4,4,4,4,2,4,4,4,5,4,4,5,4,3,4,1,5,6,3,2,3,21,
2,5,4,4,5,3,3,5,5,5,5,5,3,5,4,3,2,2,6,5,3,5,3,5,4,2,4,23,
3,5,5,5,5,4,4,5,3,NA,2,2,4,5,4,1,3,3,1,2,5,4,4,4,3,2,3,22,
1,5,4,6,5,4,4,5,3,5,3,5,5,5,4,6,6,5,5,5,5,3,5,6,5,2,3,20,
1,5,1,6,6,4,6,4,4,5,NA,2,5,6,5,4,5,5,4,6,6,2,5,6,2,2,3,31,
2,5,5,2,4,2,3,2,4,5,4,4,4,3,2,4,5,6,6,5,4,4,5,6,2,1,2,48,
1,6,6,4,5,6,4,6,1,2,1,2,3,5,4,1,4,4,2,1,5,2,3,4,4,2,5,29,
2,5,5,5,3,5,5,4,3,4,5,4,1,2,5,4,5,5,2,2,6,5,3,6,2,2,3,23,
1,6,6,5,5,6,5,4,1,2,2,1,5,5,4,3,3,3,3,4,4,1,6,4,1,2,1,34,
5,5,4,5,5,4,4,4,2,4,1,2,5,5,5,2,3,2,1,1,5,2,4,4,2,1,3,21,
4,6,5,5,6,5,6,6,2,4,5,4,4,5,6,5,5,4,6,4,6,5,5,5,5,2,3,27,
1,4,2,3,4,2,2,4,3,5,5,4,4,4,1,1,1,1,1,1,2,4,2,3,5,2,4,28,
1,NA,4,6,3,6,6,2,2,4,1,5,6,6,5,1,2,2,5,3,6,2,5,6,1,1,3,19,
1,4,3,6,3,3,1,2,4,6,1,3,4,6,4,5,6,4,5,5,6,6,2,2,3,2,1,16,
1,4,5,6,6,6,5,5,1,2,5,2,4,6,5,4,4,2,3,1,4,4,4,5,3,1,4,41,
2,6,5,5,5,4,1,5,4,6,1,5,6,4,4,5,6,6,5,4,5,1,6,6,1,2,2,34,
1,6,6,6,6,6,5,5,1,1,1,1,5,5,6,1,1,1,1,1,6,2,5,2,1,1,4,32,
6,6,6,6,6,6,5,1,1,1,6,6,1,6,6,1,6,1,6,1,6,6,1,6,1,1,1,31,
3,5,3,4,2,5,5,4,2,5,3,2,3,2,5,5,4,3,2,2,6,1,6,6,1,2,3,22,
4,6,6,6,6,6,6,6,4,1,1,3,6,5,5,1,4,5,5,6,5,5,5,6,5,2,3,31,
6,2,4,1,5,5,5,5,2,4,2,4,3,5,5,6,6,6,5,4,4,2,3,5,1,2,NA,33,
1,5,4,4,4,3,2,5,4,5,5,6,3,2,1,1,1,4,6,1,4,1,4,6,4,1,2,35,
3,5,5,6,5,5,5,6,2,3,2,4,3,6,4,3,2,3,2,1,4,3,4,5,3,2,2,48,
1,2,5,6,5,3,4,5,1,1,2,2,5,5,5,1,1,2,4,2,5,1,5,5,2,1,5,34,
1,6,6,4,5,5,6,5,2,4,2,2,4,4,6,2,2,5,4,1,6,1,5,6,1,2,5,31,
2,4,4,4,5,4,4,2,2,4,4,5,2,5,4,1,4,1,2,1,5,1,5,5,3,1,4,32,
2,4,3,4,3,2,3,5,4,5,5,5,1,3,4,5,5,5,6,5,5,2,5,6,6,2,3,20,
5,4,5,4,4,4,6,4,2,3,1,2,5,4,6,1,4,1,1,1,5,1,5,5,1,2,3,19,
1,5,5,6,5,5,5,2,2,2,4,2,4,5,5,2,4,2,2,1,1,4,5,5,3,2,5,50,
6,6,6,6,6,6,6,6,1,1,4,1,5,6,5,1,4,5,5,6,4,4,5,6,6,2,3,35,
4,6,5,6,5,3,3,2,3,6,6,6,6,1,3,1,2,4,5,1,3,6,4,6,4,2,2,23,
4,3,3,4,3,5,5,4,3,5,5,4,2,3,3,3,3,2,3,3,5,1,5,6,2,1,1,18,
2,5,5,6,5,3,5,5,2,1,2,2,5,6,5,2,3,2,1,1,5,5,4,3,2,2,1,21,
2,5,5,6,5,4,3,3,2,3,5,4,4,5,2,4,4,4,3,3,6,2,4,6,2,2,3,20,
1,6,5,4,6,4,2,4,4,5,2,2,5,4,5,4,4,4,4,4,6,2,4,4,4,1,5,54,
4,3,6,4,6,2,5,6,1,1,5,2,6,1,2,3,3,1,4,3,4,6,4,6,3,2,3,51,
3,4,4,6,4,3,4,4,4,1,1,4,4,4,5,1,4,1,2,4,6,4,4,1,1,2,2,20,
1,6,4,4,4,6,2,5,2,1,6,5,1,4,1,1,6,5,4,6,2,6,1,6,1,2,1,38,
1,5,5,1,6,6,5,5,1,6,2,1,5,5,6,1,1,5,5,6,4,5,5,5,4,2,4,53,
2,4,2,2,3,5,5,5,3,5,4,4,2,5,5,5,5,5,5,3,5,3,4,6,2,2,NA,17,
6,6,1,3,5,6,6,6,1,1,3,1,2,2,6,1,2,2,3,1,6,1,4,1,3,2,1,33,
5,4,1,2,2,5,5,4,4,6,6,4,3,2,2,4,5,2,5,5,6,2,4,6,6,2,3,17,
3,4,4,2,3,3,2,3,4,5,4,4,6,2,3,2,3,5,5,2,6,1,5,6,2,2,NA,15,
2,6,6,6,6,6,6,6,2,5,4,3,5,6,5,3,3,2,4,3,6,1,5,5,1,2,2,38,
5,6,6,6,3,5,6,1,6,6,6,6,6,3,6,6,6,5,6,6,6,4,6,6,1,2,NA,13,
1,6,4,4,5,3,6,3,2,2,2,2,5,5,5,3,4,2,1,2,4,2,5,6,2,2,5,34,
3,4,4,2,4,5,4,4,4,2,6,5,4,3,3,3,4,1,1,1,4,3,3,4,1,1,NA,14,
1,4,2,5,2,1,2,1,2,4,6,6,1,2,1,2,3,4,5,5,3,2,1,5,3,2,1,20,
3,5,4,6,4,5,6,5,1,2,1,4,5,5,6,6,6,5,1,2,6,2,5,6,1,2,4,27,
2,6,5,2,5,5,2,4,1,3,1,1,5,6,5,3,2,1,2,1,4,3,3,4,2,2,2,42,
2,3,4,2,5,5,6,5,1,6,3,5,1,5,4,1,5,1,1,1,5,1,6,6,2,2,1,18,
4,5,5,5,3,4,4,4,3,5,3,4,4,3,NA,4,5,4,3,4,3,5,4,6,2,2,3,20,
1,6,6,3,5,6,4,6,1,3,3,2,NA,5,6,3,2,2,5,1,6,1,5,6,1,2,5,56,
2,5,5,4,5,5,5,5,1,4,3,3,5,5,5,3,3,2,2,3,NA,4,4,4,5,1,3,20,
2,4,5,4,4,5,5,2,1,1,5,4,5,3,4,2,4,4,3,3,5,1,4,6,2,1,NA,37,
1,NA,5,2,4,5,6,4,NA,2,4,4,5,2,5,2,2,3,5,5,5,6,4,3,4,2,NA,15,
2,6,5,4,6,4,3,4,4,6,4,5,5,5,3,4,5,5,6,6,6,4,4,6,2,2,1,20,
4,5,4,6,4,4,5,5,3,6,1,1,4,6,4,3,4,3,1,4,3,3,4,2,3,2,3,19,
1,6,5,4,5,5,4,5,3,5,4,3,4,5,4,2,4,2,2,5,4,4,6,6,3,1,3,20,
1,3,5,6,6,3,5,4,2,5,2,2,4,6,3,2,3,2,2,4,5,4,4,5,3,2,3,19,
3,5,5,6,6,5,5,6,3,4,2,1,6,5,6,1,2,2,1,1,6,2,6,6,1,1,3,20,
5,6,6,5,4,4,3,6,4,3,2,1,6,6,4,3,2,3,4,2,4,5,4,4,3,2,1,43,
1,6,6,6,5,5,5,6,1,1,2,2,4,4,5,1,2,1,2,1,6,1,5,6,1,2,5,43,
1,5,3,4,3,6,6,6,1,4,6,6,3,1,2,4,5,5,NA,2,4,1,6,6,1,2,4,26,
2,4,5,4,5,3,4,4,5,6,5,3,3,5,2,4,4,4,5,3,4,4,3,5,4,2,NA,18,
2,3,3,5,3,2,3,3,3,5,2,5,5,4,2,5,5,5,5,4,5,2,5,6,1,1,4,24,
2,5,5,2,5,4,4,3,4,5,3,2,2,4,3,1,2,4,4,2,5,3,6,6,2,2,3,20,
1,5,6,6,6,5,4,5,2,4,1,2,5,6,4,2,3,2,5,2,6,1,6,6,1,2,2,23,
2,4,5,5,4,6,6,5,1,3,2,1,2,6,5,4,3,2,2,2,6,1,5,5,5,2,3,25,
1,4,4,5,4,3,4,3,5,4,1,2,5,5,4,5,3,4,4,4,6,4,4,4,5,2,4,25,
2,5,5,4,4,5,5,5,1,3,1,2,5,6,5,2,4,2,2,2,6,1,6,6,1,1,5,37,
1,4,4,5,3,2,5,5,2,6,2,2,1,2,5,5,5,5,5,1,2,2,5,5,2,1,5,51,
2,4,6,6,6,6,6,3,1,1,5,4,3,5,4,2,2,4,5,2,6,2,5,6,1,2,3,36,
3,4,5,4,4,NA,4,4,3,5,2,4,4,5,4,3,3,3,2,3,4,5,3,4,4,1,3,21,
2,5,5,5,4,5,5,5,2,4,2,4,4,4,5,2,2,2,1,3,6,1,5,6,1,1,5,56,
2,5,6,6,6,5,5,4,4,2,2,2,6,5,5,6,6,6,4,2,5,2,4,6,3,1,3,19,
1,6,6,6,5,5,4,5,2,2,2,2,4,3,6,2,4,5,5,4,5,2,4,5,2,2,5,41,
2,3,4,4,4,3,3,4,6,4,2,2,5,6,4,5,3,2,2,2,5,3,3,5,3,1,3,20,
1,5,1,2,5,5,5,5,2,2,1,1,6,6,5,1,1,3,4,1,6,2,4,3,1,1,3,22,
2,5,5,6,4,2,2,2,2,6,2,5,2,5,1,4,5,5,5,5,2,4,2,2,3,2,3,38,
4,4,1,1,1,5,5,6,2,2,3,6,5,1,2,1,2,2,6,2,6,1,5,6,1,1,5,52,
2,5,4,5,2,6,5,5,2,2,5,5,3,4,3,6,6,6,6,5,3,5,3,5,3,2,3,37,
2,4,5,3,5,4,4,4,4,4,4,4,4,4,3,2,4,5,6,3,3,4,4,5,2,2,2,27,
1,4,4,6,6,6,6,6,1,1,1,4,5,6,6,3,3,1,2,6,6,6,5,6,4,2,3,19,
1,6,6,6,6,1,5,5,1,2,2,2,5,5,2,4,4,5,5,5,2,6,2,4,5,2,2,45,
2,2,4,1,4,3,2,1,5,6,2,4,4,3,2,3,4,5,4,2,3,1,2,4,2,2,1,28,
1,5,5,6,6,5,6,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,6,2,1,2,3,31,
2,5,5,4,5,4,3,3,3,2,2,NA,3,3,4,2,2,1,1,2,NA,3,5,5,2,2,1,19,
2,5,6,6,6,5,5,4,1,4,4,1,4,6,6,5,5,4,4,1,4,5,2,5,6,2,5,31,
2,5,6,6,5,6,5,6,2,2,1,4,6,6,5,4,4,3,6,4,6,2,5,6,4,2,1,28,
2,2,4,4,5,5,3,2,6,6,6,6,1,2,1,4,4,4,3,4,2,5,2,6,4,1,3,21,
4,4,4,4,4,4,5,5,4,5,6,6,3,2,3,4,5,2,4,3,5,2,2,5,5,2,2,19,
1,5,5,6,5,4,5,6,1,1,4,4,4,4,4,1,3,3,1,2,3,1,5,5,3,2,3,27,
2,6,4,1,4,6,4,5,1,1,3,3,6,5,3,2,2,5,6,1,6,6,6,6,1,1,3,21,
3,4,4,2,5,5,5,4,3,4,3,2,5,5,5,3,3,2,3,1,6,1,6,6,2,1,3,23,
1,6,6,4,6,6,5,6,3,6,3,1,5,6,5,2,4,4,4,3,5,6,4,6,4,2,4,29,
5,5,5,6,4,5,5,5,2,5,5,5,4,5,5,2,4,4,2,2,5,5,5,4,4,1,3,24,
2,5,4,4,4,4,4,3,4,6,4,3,2,4,4,2,4,3,2,2,4,4,4,6,4,2,NA,16,
3,4,6,1,4,5,5,4,3,5,1,1,5,6,5,4,6,2,4,1,6,4,4,5,2,1,3,22,
1,5,6,4,6,3,5,5,5,5,2,4,3,5,4,6,6,5,6,6,3,5,5,6,3,2,4,41,
1,4,6,5,6,5,4,4,3,1,5,6,5,4,3,1,1,2,2,1,5,1,5,6,2,1,3,26,
1,5,5,3,5,4,5,4,4,3,1,2,4,5,3,2,4,2,4,NA,5,4,3,5,3,1,5,47,
2,6,5,6,2,5,5,5,2,1,4,1,3,5,5,3,5,3,4,5,3,5,3,4,5,2,3,50,
2,4,4,4,6,6,5,5,5,6,1,5,5,4,4,1,1,3,4,4,3,1,4,6,3,2,5,29,
2,6,5,3,4,3,4,2,2,2,2,5,1,6,2,3,3,3,2,1,6,6,4,6,2,1,3,20,
4,4,4,2,5,4,3,4,3,4,2,2,4,5,6,4,4,4,3,2,6,2,5,3,2,2,5,55,
2,5,4,5,5,4,4,4,4,4,2,3,4,5,2,5,5,5,4,3,4,4,4,4,3,2,3,22,
4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,3,4,4,5,4,5,1,5,4,1,2,3,35,
1,5,6,4,5,4,3,5,5,4,6,4,5,4,3,3,2,2,1,4,4,5,3,5,5,2,3,20,
4,4,4,6,3,5,5,3,3,4,5,5,3,3,4,4,5,3,4,2,5,2,4,5,2,1,2,49,
3,5,5,6,5,5,4,4,2,2,1,2,2,5,5,2,2,2,2,2,4,3,4,5,2,2,5,39,
3,4,6,6,NA,5,4,5,2,4,1,4,5,4,4,1,1,1,2,3,6,1,6,6,3,2,3,23,
2,5,6,5,5,4,5,3,2,6,3,4,5,5,4,3,5,4,4,3,5,4,5,5,2,2,3,25,
1,6,6,5,6,6,4,2,1,6,6,6,2,4,5,1,6,1,6,1,6,1,6,6,1,1,5,25,
2,5,4,2,4,5,5,5,1,5,2,2,2,4,5,5,4,2,5,1,2,2,5,4,2,2,NA,36,
