word,length,M AROU,SD AROU,N AROU,M VAL,SD VAL,N VAL,M DOM,SD DOM,N DOM,M CNC,SD CNC,N CNC,M IMAG,SD IMAG,N IMAG,M FAM,SD FAM,N FAM,M AOA,SD AOA,N AOA,M SIZE,SD SIZE,N SIZE,M GEND,SD GEND,N GEND
prize,5,6.9667,1.2776,30,7.4194,1.1577,31,6.5667,1.585,30,4.7,1.2689,30,4.9333,1.2365,30,5.625,1.2521,24,2.8438,0.9052,32,4.1935,1.3777,31,3.9655,0.7184,29
probe,5,4.4375,2.1497,32,4,1.5954,33,5.4828,2.0278,29,4.3438,1.6698,32,4.3548,1.8931,31,3.9667,1.6428,30,5.1765,1.6886,34,2.8438,1.3488,32,4.7097,0.887,31
process,7,3.4706,1.8667,34,5.3939,0.8142,33,5,1.863,34,3,1.4753,34,2.6176,1.4954,34,5.5625,1.2231,32,4.7059,1.0989,34,4.6875,1.3332,32,3.9091,1.3111,33
process (modify),7,3.6471,1.9536,34,5.6286,1.1973,35,5.4706,1.9739,34,3.0882,1.6515,34,2.5758,1.652,33,4.8125,1.5499,32,5.8235,1.0973,34,4.3939,1.4759,33,4.3714,0.8647,35
process (procedure),7,3.1515,1.5594,33,4.9394,0.7761,33,5.5313,1.8198,32,3.5294,1.8025,34,3.0313,1.4028,32,5.625,1.3636,32,5.3529,1.3478,34,4.697,1.1142,33,4.2121,0.6857,33
process (understand),7,3.9118,1.9758,34,6.0294,1.2945,34,6.1563,1.6976,32,2.9063,1.4866,32,2.5938,1.3661,32,5.8788,1.0662,33,5.2571,1.0513,35,4.7576,1.256,33,3.9697,0.8699,33
procession,10,3.9333,1.9482,30,5.6364,1.0679,33,4.8529,1.6651,34,4.4848,1.5977,33,4,1.8257,33,3.7188,1.824,32,5.4118,1.3087,34,5.125,1.1924,32,4.125,0.7806,32
product,7,3.8235,1.8226,34,5.0588,0.9056,34,4.7576,1.7061,33,5.2,1.7534,35,4.7353,1.8835,34,5.9394,1.1791,33,4.4571,1.0238,35,3.7714,1.0977,35,4.3438,1.1887,32
production,10,4.9143,2.2344,35,6.3235,1.3443,34,5.8824,1.5294,34,4.0286,1.3199,35,3.2286,1.7417,35,5.1875,1.2359,32,5,1.1212,35,5.0882,1.4826,34,4.3636,1.1233,33
profession,10,5.0303,2.4056,33,6.6667,1.4495,33,6.3333,1.9175,33,4.125,1.5562,32,4.1212,1.6834,33,5.6364,1.3443,33,5,1.1282,33,4.9697,1.4665,33,4.3636,1.2015,33
professional,12,6,2.0563,35,7.4118,1.2155,34,7,1.5675,35,3.697,1.7318,33,3.9714,1.5764,35,6.2059,0.9324,34,5.0294,1.2001,34,5.4118,1.1911,34,4.4857,1.2955,35
professor,9,5.0968,1.8898,31,6.2647,1.1958,34,5.3636,2.3201,33,6.1714,0.9407,35,6.3235,0.6739,34,6.1333,1.2037,30,5.4,1.4383,35,4.7647,1.1391,34,5.9143,1.0789,35
profile,7,4.1471,1.8332,34,5.2424,0.6976,33,5.303,1.193,33,4.5806,1.4318,31,3.6774,1.6341,31,5.3929,1.2912,28,5.1176,1.2547,34,3.6875,1.3564,32,4.0606,0.7361,33
profit,6,6.0968,1.9733,31,7.1143,1.5995,35,6.0606,1.906,33,4.2424,1.7238,33,4.2571,2.0191,35,5.6,1.3565,35,5.1714,1.0819,35,5.4706,1.194,34,4.875,0.7395,32
profound,8,5.3333,2.6015,33,6.3714,1.4945,35,5.7353,2.2137,34,2.1212,1.1999,33,2.2647,1.7203,34,4.25,2.1213,32,6.25,0.9825,36,5.2647,1.7203,34,4.1176,1.3669,34
programme,9,4.0323,1.8749,31,5.6,0.9866,30,4.7419,1.502,31,4.5161,1.7757,31,4.4063,2.1045,32,6.129,0.9416,31,3.7273,1.3545,33,4.2188,1.4303,32,4.2813,0.9758,32
progress,8,5.5588,2.0749,34,7.129,1.5396,31,6.5806,1.5611,31,3,1.4142,33,3.4375,1.6759,32,6.16,0.6119,25,4.7941,1.2073,34,5.0645,1.2935,31,4.1935,0.9305,31
progression,11,5.6667,2.1415,33,7.5588,1.0056,34,6.2813,1.5049,32,3.0588,1.4337,34,3.1818,1.2174,33,4.8387,1.6283,31,5.3939,0.8856,33,5.3333,1.0918,33,4.1935,1.0901,31
project,7,4.4667,1.875,30,5.4839,1.2147,31,5.2903,1.8699,31,4.2424,1.5182,33,4.0645,1.8128,31,6,0.8485,25,4.2353,1.2141,34,4.6774,1.1184,31,4.3333,0.8409,33
project (enterprise),7,5.2353,2.1428,34,6.3438,1.1621,32,6.2059,1.7283,34,4.1212,1.871,33,3.7059,1.6896,34,5.2727,1.42,33,4.7941,1.1319,34,5.2059,1.2783,34,4.9118,0.9193,34
project (protrude),7,4.8125,2.113,32,4.875,1.3405,32,5.4412,1.5939,34,4.2353,1.4962,34,4.2121,1.5717,33,4.5,1.6394,32,5.7353,1.093,34,4.8182,1.3361,33,4.4839,0.946,31
projector,9,3.6286,1.9579,35,5.3235,0.7562,34,5.6286,1.1732,35,6.2857,0.9433,35,6,1.3061,34,5.5294,1.4997,34,4.6471,1.2807,34,3.7059,1.6721,34,4.5,0.9156,34
prolong,7,3.8485,1.8278,33,4.0938,1.259,32,4.2353,1.3297,34,2.9706,1.0977,34,2.5,1.3339,34,4.871,1.5185,31,5.6765,1.1561,34,5.0909,1.1109,33,4.129,1.1568,31
promote,7,5.6667,1.7951,30,6.9706,1.2244,34,6.5938,1.6744,32,3.0588,1.5519,34,3.2188,1.5759,32,5.4063,1.4547,32,5.1765,1.0137,34,5.0645,1.1622,31,4.4706,1.2184,34
promotion,9,5.75,2.136,32,7.3939,1.3913,33,6.5882,2.0453,34,4.1143,1.6694,35,3.9706,1.5809,34,5.1034,1.6473,29,5.3429,1.1198,35,4.5882,1.2861,34,4.5172,0.8558,29
prone,5,4.129,1.8964,31,4.2727,0.9301,33,3.7419,1.4584,31,2.7742,0.9405,31,2.5161,1.4563,31,4.3214,1.6914,28,5.8,1.0456,30,3.6563,0.9877,32,4.037,0.8381,27
pronoun,7,3.3235,1.8743,34,5.2571,0.8732,35,4.7647,1.8796,34,3.7941,1.8436,34,2.4706,1.6312,34,4.697,2.0224,33,5.2571,1.1299,35,2.9412,1.3271,34,4.1875,1.0136,32
proof,5,4.1935,2.3475,31,6.4242,1.3264,33,5.6452,1.7515,31,4.0645,1.9664,31,3.1333,1.4079,30,5.8148,1.0554,27,4.1563,0.9052,32,4.9,1.3503,30,4.3125,0.768,32
proper,6,3.8387,1.9526,31,6.1667,1.8454,30,5.069,2.2117,29,2.75,1.3693,32,2.5806,1.4091,31,5.2,1.2649,25,3.9355,1.0757,31,4.129,1.0996,31,3.3571,0.934,28
property,8,3.6471,1.9385,34,5.7353,1.244,34,5.5588,1.7689,34,5.7059,1.2492,34,6.0625,0.8992,32,5.8065,1.2552,31,4.7143,1.2322,35,5.1714,1.2758,35,4.7059,0.9245,34
prophet,7,5.0645,2.2279,31,6.1212,1.647,33,4.8,2.104,30,3.8667,1.7651,30,3.8,1.7205,30,3.6129,1.8435,31,5.3548,1.4267,31,5.0645,1.4797,31,4.9677,1.4477,31
propose,7,5.8485,2.5241,33,7.5455,1.2332,33,6.5588,1.7011,34,3.8788,1.5717,33,4.6364,2.057,33,5.1935,1.3541,31,4.5294,0.813,34,5.3125,1.1022,32,4.2,1.8639,35
proprietor,10,3.2,1.8148,30,5.2222,0.8749,27,5.4643,1.4512,28,5.5714,1.3209,28,4.5172,1.6737,29,3.7879,1.9963,33,6.5,0.9574,30,4.4828,1.4049,29,4.8667,1.0242,30
prose,5,4.2857,2.1722,35,5.9032,1.2009,31,5.1176,1.43,34,4.3125,1.4882,32,4.0588,1.7647,34,4.0968,1.304,31,5.8286,1.2532,35,3.9355,1.2164,31,3.25,1.0308,32
prosecute,9,5.7813,2.4075,32,2.697,1.2428,33,4.303,2.5523,33,4.1563,1.8219,32,3.5625,1.7128,32,4.5333,1.9102,30,5.9429,0.984,35,5.4412,0.9759,34,4.9697,0.7971,33
prosecution,11,5.5152,2.3241,33,3.5758,2.1466,33,3.8788,2.4465,33,3.5938,1.8517,32,3.9375,2.0606,32,5.3438,1.2896,32,5.7576,0.9544,33,5.1818,1.445,33,5,1.27,31
prosecutor,10,4.5,2.4525,34,3.0909,1.4005,33,4.5882,2.6692,34,5.2647,1.313,34,4.9118,1.8047,34,3.8824,1.5861,34,6.1765,1.0137,34,4.4706,1.4397,34,5.5294,1.2423,34
prosper,7,6.2903,1.7815,31,7.8333,1.0672,30,6.6786,1.4893,28,2.4688,1.0303,32,2.6061,1.5558,33,4,1.5086,29,5.4839,1.1034,31,4.9688,1.2115,32,4.1154,1.0498,26
prosperity,10,6.3824,1.8945,34,7.7353,1.6857,34,6.8824,1.8592,34,2.4118,1.5552,34,3.2647,1.5776,34,4.5938,1.693,32,6.4118,0.7715,34,6,1.029,34,3.7429,1.5918,35
prosperous,10,5.8824,2.3233,34,7.3438,1.3136,32,6.5313,1.7497,32,2.7273,1.332,33,3.3824,1.8632,34,4.75,1.6956,32,6.1515,0.9251,33,5.9706,0.9847,34,4.3333,1.1721,33
prostitute,10,4.5,2.6926,34,2.4706,1.4191,34,4.0857,2.0753,35,6.2424,1.0159,33,5.9688,0.9838,32,5.0882,1.7213,34,6.1176,0.9931,34,4.5938,1.598,32,2.4545,1.3504,33
protect,7,5.6563,1.9139,32,7,1.0572,34,6.4571,2.1692,35,3.4412,1.5754,34,3.5429,1.6097,35,5.697,1.4031,33,3.4,0.9008,35,5.1471,1.0328,34,5.0303,1.487,33
protected,9,5.2,1.5639,35,7.3143,1.0077,35,4.9706,2.5723,34,3.2,1.5639,35,3.7576,1.5182,33,5.375,1.4087,32,4.0286,1.0278,35,5.3529,0.9965,34,3.7941,1.8436,34
protection,10,5.3529,1.8131,34,7.0882,1.2918,34,4.9143,2.4421,35,4,1.7238,35,4.4286,1.5727,35,5.5294,1.46,34,4.5429,1.3383,35,4.9394,1.4552,33,4.8438,1.4813,32
protest,7,6.2581,2.1548,31,4.2727,1.8303,33,6.9394,1.8739,33,4.5758,1.4361,33,5.303,1.4665,33,5.7,1.6763,30,4.6061,1.1265,33,5.4688,1.1452,32,4.4545,1.3727,33
proud,5,6.0923,1.6891,65,7.4394,1.4784,66,7.0469,1.5555,64,2.6308,1.0894,65,3.6308,1.6694,65,5.8302,1.1933,53,3.3485,1.094,66,5.5077,1.0972,65,4.2857,1.3024,63
prove,5,4.7097,2.2316,31,5.8485,1.3953,33,5.6571,2.0832,35,2.7429,1.1549,35,2.4571,1.25,35,5.7667,1.4067,30,4.4,1.1514,35,4.4688,1.3689,32,4.3235,1.4084,34
provide,7,4.75,1.7678,32,6.3529,1.4928,34,6.4242,1.3714,33,3.2903,1.5697,31,2.9091,1.2878,33,5.8065,1.2806,31,4.7059,1.0989,34,4.8438,0.8333,32,4.6875,1.4238,32
proxy,5,3.2,2.0396,25,4.6296,0.9869,27,4.6957,1.1955,23,2.8077,1.2409,26,2.2857,1.3851,28,2.8571,1.9877,35,6.6452,0.65,31,3.7692,1.31,26,4.28,1.0008,25
prudent,7,3.8485,1.9559,33,4.3667,2.5623,30,4.8333,2.083,30,3.1613,1.6084,31,2.6563,1.6319,32,3.4839,1.7389,31,6.2353,1.113,34,3.8,1.5144,30,3.2424,1.4149,33
prune,5,3.0909,1.8151,33,4.2813,1.4412,32,4.4375,1.2975,32,5.4545,1.8601,33,5.2333,1.9779,30,4.5484,1.7751,31,4.3939,1.5752,33,2.0909,1.0833,33,3.4242,1.0739,33
prune (fruit),5,2.8529,1.6294,34,5.125,1.1659,32,5.5,1.7139,32,6.6364,0.5404,33,6.1471,1.1665,34,4.4516,2.0921,31,3.9091,1.1642,33,2,1.118,32,3.2353,0.8765,34
prune (trim),5,3.9697,1.8338,33,5.5625,1.0588,32,5.75,1.9016,28,4.7576,1.4149,33,5.0313,1.8112,32,3.6061,1.7397,33,5.3235,1.2537,34,2.6563,1.2896,32,3.2188,1.1106,32
psychiatrist,12,4.7879,2.1143,33,5.2813,1.7719,32,4.4839,2.0771,31,6.1765,1.0137,34,6,1.1255,30,5.1,1.6197,30,5.8485,1.2091,33,4.3438,1.2147,32,3.6061,1.4552,33
psychologist,12,5.2353,2.1428,34,5.6765,1.2537,34,4.3824,2.0866,34,5.6176,1.237,34,4.7059,1.8555,34,5.7667,1.4533,30,6.3235,0.8984,34,4.3235,1.3443,34,3.4706,1.2184,34
psychology,10,5.625,1.9325,32,5.9412,1.1617,34,4.6765,1.6037,34,3.2727,1.4412,33,3.0968,1.8379,31,6,1.0646,30,6.1471,1.0328,34,5.2727,1.1618,33,3.5313,0.8655,32
psychopath,10,6.4,2.2065,35,1.6857,1.0895,35,4,2.5746,35,4.2286,1.9869,35,4.0857,1.8879,35,4.875,1.6536,32,6.0303,0.9687,33,5,1.6903,35,5.5588,0.9453,34
psychotic,9,5.6765,2.5636,34,2.1765,1.3388,34,3.3636,2.2673,33,2.6471,1.3034,34,4.0303,1.7835,33,5,1.8194,29,6.0588,1.0273,34,5.1765,1.5237,34,4.5,1.2661,34
public,6,5.4063,1.9016,32,5.5294,1.091,34,4.8182,1.8333,33,4.9118,1.4424,34,5.3824,1.4145,34,6.1563,1.1211,32,3.7429,1.1299,35,5.9118,1.0674,34,4.2941,0.7487,34
pudding,7,5.6667,2.47,33,6.5,1.3102,30,4.6176,1.6806,34,6.0857,1.2733,35,6,0.9847,33,5.5,1.6279,30,2.1143,0.6664,35,3.0323,1.3316,31,3.4194,1.0403,31
puffin,6,3.8857,1.72,35,5.4118,1.0605,34,5.3333,1.5699,33,6.303,0.9369,33,6.1176,1.0506,34,4.875,1.8833,32,3.6857,1.3043,35,2.9412,1.3491,34,4,1.0847,34
puke,4,3.0323,2.4027,31,2.0323,0.8974,31,3,1.4376,30,5.8438,1.2018,32,6.2903,0.811,31,4.7083,1.9035,24,3.5152,1.3953,33,3.0323,1.4698,31,4.8125,1.044,32
pull,4,4.8125,2.3643,32,5.4118,1.3529,34,5.4571,2.0332,35,4.0909,1.7644,33,4.3438,1.743,32,5.9355,1.2935,31,2.2571,0.8732,35,3.7353,1.093,34,4.0625,1.0879,32
pull (attratcion),4,6,1.854,32,6.9429,1.094,35,5.4375,2.3971,32,3.303,1.5469,33,3.5313,1.7318,32,5.6765,1.2998,34,5,1.7233,33,4.7813,1.4734,32,3.7188,1.2051,32
pull (drag),4,3.871,2.1812,31,4,1.3257,33,5.1176,2.0258,34,4.5588,1.5754,34,4.6364,1.806,33,5.4063,1.3661,32,2.8182,1.4659,33,3.8438,1.0639,32,4.4483,0.968,29
pulley,6,3.1333,1.6479,30,5.1786,0.8042,28,5.1786,1.4893,28,6.0345,1.2172,29,5.8966,1.4703,29,4.125,1.8998,32,4.931,1.5959,29,3.75,1.4299,28,3.9643,1.149,28
pulpit,6,3.2308,1.9866,26,4.6667,1.3333,27,4.4483,1.9929,29,5.8846,1.5523,26,5.7037,1.6514,27,2.9677,2.1625,31,5.3929,1.6111,28,3.6667,1.4337,24,4.7407,1.1086,27
pulse,5,5.7097,2.1731,31,6.0588,1.4337,34,5.2059,1.9521,34,5.5313,1.6768,32,5.1818,1.783,33,5.5185,1.3157,27,4.1429,1.2681,35,3.6875,1.8445,32,3.7879,0.4772,33
pulse (e.g. beans),5,3.7188,1.8411,32,5.1667,1.0355,30,5.1935,1.8565,31,5.7586,1.7744,29,5.75,2,32,3.6471,2.0419,34,5.6667,1.4495,33,2.3871,1.3837,31,4.0645,1.3182,31
pulse (heartbeat),5,6.2941,1.6721,34,6.4118,1.4776,34,5.1471,2.1575,34,5.9118,1.1972,34,4.8529,1.3091,34,6.0303,1.0584,33,4.0588,1.0273,34,3.3235,1.8585,34,3.1212,1.0374,33
pump,4,4.7059,2.2166,34,5,1.1632,34,5.8824,1.9965,34,5.3636,1.5728,33,4.6,1.8701,35,5.1563,1.4813,32,3.4412,1.0625,34,3.6364,1.6109,33,4.7429,1.2949,35
pumpkin,7,4.125,2.1759,32,5.6452,1.2061,31,5.4375,1.1973,32,6.7813,0.5987,32,6.8333,0.3727,30,5.125,1.8157,32,2.6471,0.8705,34,3.2059,1.5297,34,3.697,1.0294,33
pumps,5,3.4286,1.9017,35,4.9714,0.8101,35,4.9706,1.2945,34,5.6552,1.1825,29,5.4688,1.3225,32,4.8182,1.6041,33,4.5143,1.2733,35,2.8387,1.3222,31,3.2121,1.3653,33
pumps (equipment),5,3.1515,1.8111,33,5.0606,0.7361,33,4.8857,1.4096,35,6.3714,0.831,35,5.2353,1.7997,34,4.1471,1.9723,34,4.9143,1.3809,35,3.7188,1.4628,32,4.9706,0.9231,34
pumps (shoes),5,4.8485,2.1337,33,5.5152,1.048,33,5.7188,1.3746,32,6.6667,0.6816,33,6.5161,0.9795,31,4.5152,2.1051,33,5.2941,1.6184,34,2.5455,1.1571,33,1.6176,0.9398,34
punch,5,5.5667,2.4723,30,2.75,1.2748,32,6.1935,2.101,31,5.4194,1.0403,31,5.3667,1.1686,30,5.2917,1.3988,24,2.9688,1.1035,32,4.1034,1.155,29,6.037,0.7926,27
punch (drink),5,5.8571,1.8692,35,5.8286,1.6645,35,5.2,1.7205,35,5.8235,1.1497,34,5.9429,0.984,35,4.1515,1.8929,33,5.2,1.4303,35,3.2857,1.3432,35,3.6857,1.2135,35
punch (strike),5,6.4688,2.2911,32,2.0303,0.9687,33,5.9697,2.5877,33,5.8485,1.2582,33,5.8438,1.3944,32,6.0645,1.3663,31,2.9697,1.0294,33,4.8485,1.3953,33,6.1818,0.8688,33
pungent,7,4.7647,2.4859,34,3.2424,1.3714,33,4.8529,1.4977,34,2.7647,1.5915,34,3.2727,2.049,33,3.5714,1.8866,35,6.2353,0.9719,34,4.5758,1.3034,33,5,0.9682,32
punish,6,4.9091,2.4786,33,1.8529,1.2398,34,3.1818,2.2082,33,3,1.5904,34,3.9706,1.7233,34,5.25,1.6824,28,3.1765,1.3606,34,4.7353,1.6857,34,5.0909,1.1642,33
punishment,10,6.125,1.7093,32,2.3226,1.0591,31,3.5161,2.4346,31,3.5484,1.4332,31,3.9,1.5351,30,5.1923,1.3307,26,3.4516,1.1025,31,5.1,1.3,30,4.9615,0.9398,26
pupil,5,3.9143,1.6102,35,5.375,0.7806,32,5.1563,1.7873,32,5.8065,1.0601,31,5.9063,1.3313,32,5.4815,1.4999,27,3.4,1.0744,35,3.0909,1.3787,33,3.7188,0.9432,32
pupil (eye),5,3.8125,1.9912,32,5.4412,1.2647,34,5.3939,1.6319,33,6.6286,0.7205,35,6.6,0.835,35,5.8438,1.4166,32,3.7714,1.1234,35,2.4286,1.5545,35,3.9394,0.6937,33
pupil (school),5,3.4286,1.3997,35,5.6571,1.8196,35,4.1515,2.35,33,6.3333,0.8819,36,6.5588,0.6035,34,6.1563,1.1755,32,2.8857,1.1407,35,2.8286,1.298,35,3.9714,0.7362,35
puppy,5,6.7273,2.2194,33,7.6071,1.3974,28,5.9655,1.6078,29,6.6667,0.6872,24,6.7407,0.6436,27,6.2609,1.2586,23,2.1471,0.8448,34,2.2903,1.1128,31,3.0333,1.1968,30
pure,4,5.3333,2.4454,33,7.7097,1.5068,31,5.9697,2.3288,33,2.7879,1.6285,33,3.125,1.8329,32,5.8621,1.2791,29,3.8182,1.1666,33,4.0645,1.8128,31,2.2188,1.1384,32
purple,6,5.3438,1.8975,32,6.3333,1.2227,33,5.4483,1.3022,29,5.2813,1.6814,32,6.625,0.6495,32,6.4074,0.7822,27,1.8485,0.7016,33,3.3939,1.3243,33,2.8182,0.8688,33
purse,5,4.8125,1.9435,32,5.5806,0.9078,31,5.069,1.5742,29,6.5,0.7966,26,6.6207,0.715,29,6.0741,0.9785,27,2.9688,0.9515,32,2.2813,0.9432,32,1.4667,0.718,30
pursue,6,6.4688,1.9362,32,6.0571,1.351,35,6.7188,1.6999,32,3,1.4928,35,3.75,1.7854,32,4.9677,1.4024,31,5.2286,1.1486,35,4.7059,1.1254,34,4.1,1.5133,30
pursued,7,5.2121,2.253,33,4.7742,1.7173,31,4.75,2.1794,32,3.7813,1.7631,32,3.5313,1.8538,32,4.9677,1.6161,31,5.2424,0.9544,33,4.5667,1.1743,30,3.6563,1.5734,32
pursuit,7,5.8529,2.2639,34,5.7941,1.641,34,6.0857,2.0195,35,3.2353,1.646,34,3.7714,1.7086,35,4.6452,1.6174,31,5.7059,1.0155,34,5.0909,1.1899,33,4.5588,1.2412,34
pus,3,3.9333,2.4486,30,2.8065,1.1478,31,3.8125,1.3332,32,5.8125,1.4456,32,5.25,1.8371,32,3.9032,1.7479,31,4.8065,1.4237,31,2.5667,1.3085,30,4.2667,0.6799,30
push,4,5.0882,1.8844,34,4.2647,1.2674,34,5.7059,2.0797,34,5.1143,1.545,35,5.0571,1.6893,35,6.2,0.9798,30,2,0.9562,35,4.0294,1.3824,34,4.5294,1.0357,34
pussy,5,5.697,2.6456,33,5.0294,2.0791,34,5.5882,2.1709,34,5.4848,1.5787,33,5.7059,1.724,34,5.3226,1.5531,31,4.8529,2.198,34,3.1765,1.4032,34,2.3333,1.5308,33
pussy (cat),5,5.2121,2.4955,33,6.3824,1.4145,34,5.5758,2.0602,33,6.4412,0.8114,34,6.5882,0.8784,34,5.2813,1.8747,32,2.1471,1.3313,34,2.9143,1.2276,35,2.3235,0.8303,34
pussy (vagina),5,5.9355,2.6632,31,4.9697,2.181,33,5.9143,1.8106,35,5.9143,1.6966,35,5.9394,1.4962,33,5.3438,1.6126,32,6.4857,0.7318,35,3.2941,1.2012,34,1.2059,0.5831,34
pussy (wimp),5,3.7714,2.3795,35,2.4,1.4182,35,3.0294,2.1072,34,2.9706,1.9325,34,3.7941,1.9369,34,4.6364,1.9512,33,6.0286,1.2302,35,3.1471,1.6651,34,3.6857,1.8635,35
putrid,6,3.28,2.3752,25,1.76,0.9912,25,3.88,1.3363,25,3.1538,1.5858,26,3.6,2.0591,25,3.1,1.8682,30,6.1786,1.0369,28,3.6667,1.4044,24,4.9565,0.8586,23
puzzle,6,5.1176,2.2461,34,5.5588,1.3326,34,5.2571,1.6097,35,4.875,1.4524,32,5.5938,1.4331,32,5.7,1.005,30,2.8,1.1414,35,3.4848,1.3511,33,4.125,0.696,32
puzzle (jigsaw),6,5,2.132,33,5.7273,1.1355,33,5,1.6771,32,6.1935,1.0901,31,6.2903,0.9226,31,5.5152,1.438,33,2.1563,0.7119,32,3.3438,1.1621,32,3.8125,0.9499,32
puzzle (mystery),6,5.9355,2.4486,31,5.4063,1.6744,32,4.697,1.9922,33,3.9118,1.5599,34,3.5333,1.4079,30,5.2581,1.3433,31,2.8788,1.0078,33,4.4688,1.1722,32,3.9091,1.1642,33
pyramid,7,4.1563,1.9702,32,5.625,1.0533,32,5.6129,1.3837,31,6.625,0.7395,32,6.875,0.3307,32,5.7931,1.3741,29,3.6452,1.3087,31,5.7419,1.5856,31,4.3438,1.1621,32
python,6,5.4848,1.8111,33,4.1818,1.4239,33,4.5758,1.9853,33,6.4412,0.8809,34,6.3824,1.1635,34,4.1515,1.8929,33,4.2286,1.4159,35,4.8438,1.6791,32,5.2813,1.0964,32
quack,5,4.0313,2.0076,32,4.6774,1.6142,31,4.3125,1.5499,32,4.375,1.8833,32,4.2727,1.9582,33,4.8125,1.8947,32,2.4,1.7436,35,3.2188,1.3632,32,4.2424,0.9544,33
quack (charlatan),5,4.4286,2.3212,28,3.0741,1.5617,27,4.6296,1.908,27,3.5385,1.2475,26,3.75,1.7854,28,2.6061,1.7397,33,5.8621,1.613,29,3.4231,1.3351,26,4.6774,1.423,31
quack (duck),5,4.4412,2.1309,34,5.6061,1.0427,33,4.9706,1.1242,34,4.8529,1.9271,34,4.875,1.9162,32,5.125,1.7275,32,1.7059,0.6655,34,2.5,1.0914,34,3.6667,1.0918,33
quality,7,5.7188,1.9563,32,7.3235,1.0494,34,5.9706,2.1759,34,2.7879,1.4926,33,3.6,1.6937,35,6,0.9661,30,4.7647,1.4154,34,5.3333,1.3499,30,3.4857,1.0246,35
quantity,8,3.4545,1.9862,33,5.4063,0.785,32,5.6667,1.2949,33,3.7273,1.9737,33,3.4412,1.9583,34,5.7742,1.2626,31,4.7273,1.2376,33,4.7941,0.9935,34,4.3438,0.6427,32
quantum,7,4.5714,2.6542,35,5.5,1.2426,34,4.1818,1.7999,33,2.875,1.9486,32,2.1212,1.4514,33,3.4412,1.928,34,6.5429,0.8732,35,4.9394,2.1311,33,5.0303,0.9687,33
quarrel,7,5.1563,2.3863,32,2.9375,1.0289,32,4.9412,1.7311,34,3.5882,1.1911,34,3.7941,1.4709,34,3.9091,1.9441,33,4.9706,1.5809,34,4.697,1.1411,33,3.9394,1.2045,33
quarry,6,4.0357,2.1126,28,5.1333,1.1175,30,4.9286,1.2227,28,5.963,1.3189,27,5.6786,1.2832,28,3.4643,1.8024,28,5.4333,1.2565,30,5.4333,1.2565,30,5.32,1.0088,25
quay,4,3.5,1.7842,30,5.0714,0.6507,28,5.2,0.8327,30,5.9655,1.0662,29,4.6552,1.9347,29,3.4118,1.7842,34,5.3871,1.3363,31,4.4333,1.8015,30,4.6333,1.016,30
queen,5,5.0323,2.2645,31,5.5758,2.2161,33,4.5161,2.827,31,5.5185,1.7716,27,5.9231,1.3279,26,5.4815,1.5722,27,2.6667,1.2202,30,4.7667,1.5424,30,1.3226,0.7782,31
queen (gay),5,4.8529,1.9872,34,5.2941,1.9633,34,5.1176,1.7948,34,3.6176,1.7989,34,4.9118,1.7551,34,3.4286,1.9166,35,6.3235,0.7562,34,4.4242,1.2068,33,3.5588,1.8018,34
queen (king),5,5.5758,2.1182,33,6.3939,1.7222,33,5.3438,2.7569,32,6.0625,1.2975,32,6.5313,0.79,32,6.1,1.7388,30,2.4848,0.6091,33,5.5758,1.538,33,1.5455,1.183,33
quest,5,5.9429,2.0134,35,6.4545,1.183,33,6.6471,1.6066,34,3.2571,1.8722,35,3.4857,1.6797,35,4.2571,1.7943,35,4.6571,1.145,35,5.5882,1.3745,34,4.9412,1.1617,34
question,8,4.6765,2.4098,34,5.9375,1.4987,32,5.3939,1.8577,33,3.4,1.8853,35,3.3143,1.7691,35,6.2813,1.152,32,2.5429,0.9955,35,4.3235,1.4084,34,3.7353,1.1455,34
queue,5,2.6364,1.2984,33,3.4194,1.3386,31,3.4688,1.5609,32,5.7097,1.1414,31,5.8125,1.1575,32,5.8667,1.2841,30,3.7353,1.2904,34,3.7188,1.6627,32,3.8438,0.7545,32
quibble,7,3.4828,1.923,29,3.4194,1.0088,31,4.6875,1.3793,32,2.8966,1.155,29,2.9333,1.5478,30,2.6667,1.6817,33,5.5313,1.2496,32,2.8966,1.0287,29,3.6333,0.9826,30
quick,5,6.1613,2.1864,31,6.2258,1.2368,31,6.2424,1.4981,33,3.0313,1.2115,32,3.2121,1.3873,33,5.8182,1.1134,22,2.625,0.9922,32,3.5667,1.3085,30,3.8636,0.9674,22
quiescent,9,4.5,2.3184,16,5.2,1.9391,15,4.1333,1.5434,15,2.3077,1.4876,13,1.7368,1.0178,19,1.7941,1.4303,34,6.6667,1,18,4.3077,1.5385,13,3.2143,1.319,14
quiet,5,4.1613,2.2874,31,5.6875,1.2103,32,3.6774,1.8384,31,3.3871,1.62,31,2.9063,1.7564,32,6.6316,0.5813,19,2.1379,0.9729,29,3.1,1.4224,30,3.1154,1.1207,26
quietly,7,3.7576,1.9232,33,5,1.3198,31,3.7813,1.9958,32,3.1515,1.5787,33,3.625,1.7455,32,6.3793,0.8057,29,2.0909,0.8299,33,2.3125,1.2609,32,2.75,1.1456,32
quill,5,4.1724,1.8207,29,5.3667,0.752,30,5.5185,1.3709,27,5.931,1.112,29,5.9643,1.2095,28,3.7813,1.9483,32,5.1613,1.2207,31,1.931,0.9443,29,3.5,1.4776,30
