"Age","AvgG","Chdn","ExEd","CR","Sex","SecE","AvgE","FinalE"
30,6.2738,2,2,"0","0","0",2.036,"Pass"
27,7.9167,0,1,"0","0","0",3.101,"Pass"
25,8.0186,0,2,"0","0","0",3.258,"Pass"
24,9.1387,0,1,"1","0","0",4.598,"Pass"
28,7.3622,1,0,"0","0","0",2.554,"Pass"
31,7.8893,2,2,"0","0","0",3.045,"Pass"
22,7.5381,0,0,"0","0","0",2.924,"Pass"
24,6.8259,1,0,"0","0","0",2.356,"Pass"
21,5.8405,0,0,"0","1","0",2.176,"Pass"
30,8.4788,1,3,"0","0","0",3.767,"Pass"
24,7.1675,0,1,"0","0","0",2.456,"Pass"
30,7.01,1,1,"0","0","0",2.529,"Pass"
20,6.5404,0,0,"0","0","0",2.141,"Pass"
20,6.7714,0,0,"0","0","0",2.39,"Pass"
30,7.6513,1,0,"0","0","0",2.784,"Pass"
29,8.4217,1,2,"0","0","0",3.613,"Pass"
20,7.6143,0,0,"0","0","0",2.912,"Pass"
35,8.1627,3,0,"0","0","0",3.054,"Pass"
27,6.4782,0,0,"0","1","1",2.097,"Pass"
21,7.0137,0,0,"0","0","1",2.388,"Pass"
21,5.4199,0,2,"0","0","0",1.678,"Fail"
21,6.674,0,1,"1","0","0",2.129,"Pass"
30,6.0349,1,0,"0","0","0",1.924,"Fail"
21,5.928,0,0,"0","0","0",1.907,"Fail"
24,6.5142,0,0,"0","1","0",2.217,"Pass"
27,8.5584,1,1,"0","0","0",3.929,"Pass"
34,8.2797,1,2,"0","0","0",3.322,"Pass"
23,7.4354,0,1,"0","0","0",2.564,"Pass"
29,7.3466,1,2,"0","1","0",2.555,"Pass"
27,7.7386,0,0,"0","0","0",1.782,"Fail"
34,6.5597,2,0,"0","0","0",2.249,"Pass"
31,7.5631,1,0,"0","0","0",2.657,"Pass"
25,5.9804,0,2,"0","0","1",1.974,"Fail"
29,7.4138,2,1,"0","1","0",2.542,"Pass"
25,4.7862,0,0,"0","0","0",1.415,"Fail"
27,5.8302,0,0,"0","1","0",2.187,"Pass"
26,8.1157,1,2,"0","1","0",2.681,"Pass"
23,7.5399,0,0,"0","0","0",2.849,"Pass"
25,6.1767,0,0,"0","0","0",2.033,"Pass"
21,7.0545,0,1,"0","0","0",2.496,"Pass"
29,9.6063,1,2,"0","0","0",4.004,"Pass"
21,8.1921,0,1,"0","0","0",3.315,"Pass"
28,7.1494,0,0,"0","0","0",2.462,"Pass"
21,9.2048,0,1,"0","0","0",4.787,"Pass"
34,7.4799,2,0,"0","0","0",2.841,"Pass"
21,6.8457,0,0,"0","0","1",2.413,"Pass"
22,7.2836,0,1,"0","0","0",2.709,"Pass"
25,6.2171,1,0,"0","1","0",2.243,"Pass"
21,7.6273,0,1,"0","0","0",2.699,"Pass"
35,7.5845,0,2,"0","0","0",2.918,"Pass"
26,6.7222,1,1,"0","1","0",2.279,"Pass"
23,7.4534,0,0,"0","0","0",2.632,"Pass"
23,8.0282,0,0,"0","1","0",2.909,"Pass"
26,6.6895,0,0,"0","0","0",2.149,"Pass"
34,6.9732,1,1,"0","0","0",2.4,"Pass"
26,7.4178,0,1,"1","0","0",2.496,"Pass"
24,6.8177,0,0,"0","0","0",2.234,"Pass"
24,5.97,0,0,"0","1","1",2.269,"Pass"
27,8.9035,0,5,"0","0","0",4.255,"Pass"
20,6.2453,0,0,"0","0","1",1.996,"Fail"
32,6.8503,2,2,"0","1","0",2.306,"Pass"
33,8.7689,1,2,"0","0","0",3.864,"Pass"
20,6.0054,0,0,"0","0","0",1.884,"Fail"
20,6.6069,0,0,"1","0","0",2.205,"Pass"
25,7.325,0,2,"0","0","0",2.763,"Pass"
42,5.316,5,1,"0","0","0",1.635,"Fail"
23,8.0858,0,1,"0","1","0",2.872,"Pass"
21,6.4496,0,1,"0","1","0",2.112,"Pass"
25,9.0505,0,3,"0","0","0",4.538,"Pass"
21,6.4307,0,0,"0","0","0",2.161,"Pass"
26,4.393,0,0,"0","0","0",1.409,"Fail"
20,7.1745,0,0,"0","0","1",2.514,"Pass"
28,7.294,1,2,"0","0","0",2.66,"Pass"
22,6.5163,0,1,"0","0","0",2.247,"Pass"
36,8.8281,2,0,"0","1","0",3.041,"Pass"
31,8.8831,1,1,"0","0","0",4.096,"Pass"
27,6.431,1,1,"1","0","1",2.118,"Pass"
20,8.3055,0,1,"0","0","0",3.351,"Pass"
32,8.2501,1,2,"0","0","0",3.302,"Pass"
23,6.8536,0,1,"0","0","0",2.326,"Pass"
24,6.5816,0,0,"0","1","0",2.204,"Pass"
22,5.9226,0,0,"0","0","0",1.82,"Fail"
21,9.2006,1,0,"1","0","0",4.563,"Pass"
22,6.8209,0,1,"0","0","0",2.392,"Pass"
19,7.8181,0,0,"0","1","0",2.625,"Pass"
20,5.7495,0,0,"0","0","0",1.803,"Fail"
19,6.3667,0,0,"0","0","0",2.071,"Pass"
25,5.4533,0,0,"0","0","0",1.664,"Fail"
29,7.8856,1,2,"0","0","0",3.045,"Pass"
20,6.3719,0,0,"0","0","0",2.068,"Pass"
20,7.6165,0,1,"0","0","0",2.975,"Pass"
21,4.7221,0,0,"0","0","0",1.344,"Fail"
30,9.4717,1,1,"0","0","1",4.158,"Pass"
29,6.7378,0,2,"0","0","1",2.267,"Pass"
24,7.3454,0,0,"0","0","1",2.57,"Pass"
30,5.518,1,0,"0","0","0",1.615,"Fail"
35,9.4399,2,1,"0","0","0",3.078,"Pass"
20,6.8077,0,0,"0","0","0",2.255,"Pass"
20,5.4779,0,0,"0","1","0",1.726,"Fail"
25,7.0202,1,0,"0","1","1",2.426,"Pass"
28,7.7158,0,1,"0","0","0",2.954,"Pass"
31,7.4855,2,2,"0","0","0",2.823,"Pass"
27,7.0773,1,1,"0","0","0",2.587,"Pass"
24,5.9702,0,0,"0","0","0",3.817,"Pass"
26,8.1397,0,1,"0","0","1",3.406,"Pass"
32,7.2366,1,0,"0","0","1",2.566,"Pass"
27,8.6442,1,1,"0","0","0",4.049,"Pass"
37,7.344,2,2,"0","0","0",2.776,"Pass"
21,6.3822,0,0,"0","1","0",2.022,"Pass"
28,8.8491,1,2,"0","0","0",4.054,"Pass"
22,7.7618,0,1,"0","0","0",2.914,"Pass"
29,6.2872,1,2,"0","1","0",2.124,"Pass"
25,4.9211,0,0,"0","0","0",1.509,"Fail"
30,6.435,1,0,"0","0","0",2.053,"Pass"
24,8.4134,0,3,"0","0","0",3.529,"Pass"
21,7.467,0,0,"0","0","0",3.874,"Pass"
29,7.4795,1,2,"0","0","0",2.656,"Pass"
30,6.969,2,0,"0","0","0",2.426,"Pass"
27,5.8722,0,0,"0","0","0",1.801,"Fail"
22,7.6284,0,2,"0","0","0",2.968,"Pass"
21,6.2994,0,0,"0","0","1",1.994,"Fail"
23,6.3733,0,1,"0","0","0",1.996,"Fail"
27,4.7805,0,1,"0","0","0",1.36,"Fail"
21,8.4468,0,0,"0","0","1",3.598,"Pass"
28,8.0253,2,0,"0","1","1",2.65,"Pass"
31,6.9661,1,0,"0","0","0",2.494,"Pass"
29,6.76,2,2,"0","0","0",2.289,"Pass"
32,6.4512,1,0,"0","0","0",2.104,"Pass"
25,7.1642,0,0,"0","0","0",2.514,"Pass"
34,8.601,2,3,"0","0","0",3.153,"Pass"
22,7.3883,0,0,"0","0","0",2.579,"Pass"
21,7.1325,0,1,"0","0","0",2.592,"Pass"
29,5.2815,2,0,"0","1","0",1.617,"Fail"
22,8.5438,0,0,"0","0","0",3.798,"Pass"
27,6.9504,0,0,"0","0","0",2.492,"Pass"
28,9.9044,1,3,"0","0","0",3.991,"Pass"
24,6.4512,0,1,"0","0","0",2.158,"Pass"
22,9.741,0,2,"0","0","0",4.518,"Pass"
27,5.4625,0,0,"0","0","1",1.745,"Fail"
26,5.8101,1,2,"1","0","0",1.874,"Fail"
20,5.7824,0,1,"0","0","0",1.707,"Fail"
29,5.0362,2,0,"0","0","0",1.503,"Fail"
25,8.6096,0,1,"0","0","0",3.889,"Pass"
28,6.8294,1,1,"1","1","0",2.399,"Pass"
37,7.5666,2,1,"0","0","0",2.738,"Pass"
25,6.8251,0,2,"0","0","0",2.389,"Pass"
20,7.37,0,0,"0","0","0",2.716,"Pass"
25,6.6113,1,0,"0","0","0",2.149,"Pass"
26,6.9083,0,2,"0","0","0",2.47,"Pass"
28,7.2818,1,2,"0","1","0",2.559,"Pass"
26,5.2964,0,1,"0","0","0",1.592,"Fail"
22,6.5946,0,1,"0","0","0",2.244,"Pass"
21,7.8475,0,2,"0","0","1",2.983,"Pass"
24,8.8906,0,0,"0","0","1",4.23,"Pass"
24,8.6072,0,2,"1","0","0",2.837,"Pass"
21,8.3073,0,0,"0","0","0",3.388,"Pass"
28,8.9191,1,2,"0","0","0",3.948,"Pass"
25,6.9663,0,0,"0","0","0",2.448,"Pass"
28,8.4281,1,1,"0","0","0",3.703,"Pass"
24,9.1677,0,2,"0","0","1",4.515,"Pass"
23,6.2692,0,1,"0","1","0",2.074,"Pass"
31,6.8481,1,0,"0","0","0",2.254,"Pass"
33,7.3098,2,1,"0","0","0",2.69,"Pass"
23,5.8912,0,0,"0","1","0",1.769,"Fail"
21,7.2786,0,0,"0","0","0",2.663,"Pass"
23,7.6958,0,1,"0","0","1",2.992,"Pass"
26,8.1495,1,0,"0","1","0",2.869,"Pass"
23,8.7005,0,2,"0","0","0",3.946,"Pass"
22,7.3555,0,0,"0","0","0",2.603,"Pass"
29,7.2059,2,0,"0","1","0",2.448,"Pass"
22,8.156,0,0,"0","0","0",3.35,"Pass"
24,7.4836,0,0,"0","0","0",2.775,"Pass"
33,7.3384,4,3,"0","0","0",2.756,"Pass"
30,6.3801,1,2,"0","0","0",2.058,"Pass"
28,6.3565,0,0,"1","0","0",2.123,"Pass"
30,6.1849,1,1,"0","0","0",1.932,"Fail"
27,7.0468,1,0,"0","1","0",2.511,"Pass"
23,7.4221,0,0,"0","0","0",2.796,"Pass"
29,7.6211,1,0,"0","0","0",2.773,"Pass"
32,7.5089,2,1,"0","0","0",2.71,"Pass"
28,7.1004,1,2,"0","0","0",2.377,"Pass"
27,7.9803,1,2,"0","0","0",3.079,"Pass"
20,6.5536,0,0,"0","0","0",2.153,"Pass"
28,5.611,1,1,"0","0","0",1.702,"Fail"
21,8.4755,0,2,"0","0","0",3.569,"Pass"
28,6.6559,1,0,"0","0","1",2.249,"Pass"
35,8.6925,1,3,"0","0","0",4.018,"Pass"
30,6.5569,1,0,"0","0","0",2.178,"Pass"
26,7.5313,1,0,"0","0","1",2.647,"Pass"
25,9.7072,1,2,"0","0","1",4.081,"Pass"
27,7.1323,0,1,"0","0","0",2.399,"Pass"
22,6.9238,0,1,"0","0","0",2.476,"Pass"
23,6.2179,0,2,"0","0","0",2.03,"Pass"
30,5.1463,1,0,"0","0","0",1.564,"Fail"
22,7.2297,0,1,"0","0","0",2.625,"Pass"
40,9.2837,3,0,"0","0","0",3.231,"Pass"
21,6.9996,0,0,"0","0","0",2.473,"Pass"
26,8.8567,0,1,"0","0","0",4.271,"Pass"
19,6.3205,0,0,"0","0","0",2.026,"Pass"
20,8.0925,0,1,"0","0","0",3.099,"Pass"
26,7.192,0,1,"0","0","0",2.649,"Pass"
23,8.0792,0,2,"0","0","0",3.109,"Pass"
22,8.097,0,2,"0","0","0",3.408,"Pass"
25,5.8227,0,0,"0","0","0",1.899,"Fail"
29,7.6378,2,1,"0","0","0",2.673,"Pass"
23,6.9311,0,1,"0","0","0",2.506,"Pass"
28,5.6634,1,1,"0","0","0",1.681,"Fail"
22,7.0014,0,1,"0","0","0",2.351,"Pass"
20,6.3715,0,1,"0","1","0",2.029,"Pass"
30,6.3185,1,1,"0","0","0",2.14,"Pass"
26,5.5747,1,0,"0","0","0",1.655,"Fail"
25,4.6342,0,0,"0","0","0",1.458,"Fail"
22,7.3743,0,1,"0","0","0",2.713,"Pass"
32,8.4752,1,2,"0","0","0",3.565,"Pass"
26,7.7756,1,1,"0","0","0",2.88,"Pass"
30,7.7983,2,2,"0","0","1",2.746,"Pass"
20,4.9225,0,1,"0","0","0",1.474,"Fail"
21,8.8175,0,1,"0","1","0",4.095,"Pass"
21,7.1942,0,0,"0","1","1",2.533,"Pass"
27,7.8296,0,3,"0","0","0",3.018,"Pass"
28,5.7329,0,1,"0","0","0",1.778,"Fail"
25,7.2086,0,0,"0","0","0",2.458,"Pass"
36,7.6357,1,3,"0","1","0",2.566,"Pass"
23,9.1472,0,2,"0","1","0",4.609,"Pass"
28,7.9703,0,0,"0","0","0",3.012,"Pass"
20,7.4779,0,0,"0","0","0",2.845,"Pass"
29,7.5688,1,3,"1","0","0",2.521,"Pass"
34,7.8668,2,0,"0","0","1",2.88,"Pass"
23,6.2336,0,1,"0","0","0",1.961,"Fail"
30,4.5255,1,0,"0","1","0",1.46,"Fail"
23,9.3199,0,1,"0","1","0",2.849,"Pass"
19,5.6003,0,0,"0","0","0",1.688,"Fail"
31,8.6264,1,2,"0","1","0",3.039,"Pass"
29,7.4931,0,1,"0","0","0",2.743,"Pass"
30,6.9104,2,0,"0","0","0",2.447,"Pass"
22,6.1616,0,0,"0","0","0",1.99,"Fail"
30,7.3162,1,0,"0","0","0",2.524,"Pass"
27,7.7279,0,2,"0","0","0",2.766,"Pass"
34,6.6408,1,1,"0","1","0",2.246,"Pass"
25,5.728,0,0,"0","0","0",1.795,"Fail"
26,7.3183,0,1,"0","0","0",2.722,"Pass"
27,6.7416,0,2,"0","0","0",2.325,"Pass"
27,6.1094,0,0,"0","0","0",1.976,"Fail"
26,7.1758,1,1,"0","0","0",2.465,"Pass"
30,8.1997,1,2,"0","0","0",3.311,"Pass"
21,7.0925,0,0,"0","0","0",2.519,"Pass"
22,5.5711,0,0,"0","0","0",1.647,"Fail"
20,7.7085,0,0,"0","0","0",2.964,"Pass"
26,8.2603,1,3,"0","0","0",3.314,"Pass"
21,7.5623,0,1,"0","1","1",2.806,"Pass"
20,6.5154,0,0,"0","0","0",2.126,"Pass"
22,6.7331,0,0,"0","1","1",2.341,"Pass"
22,8.2369,0,1,"0","0","1",3.353,"Pass"
20,6.9362,0,0,"0","0","1",2.394,"Pass"
22,5.8182,0,0,"0","0","0",1.723,"Fail"
28,6.9919,1,0,"0","0","1",2.338,"Pass"
27,7.9117,0,2,"0","0","0",3.136,"Pass"
31,6.2631,1,0,"0","0","0",2.121,"Pass"
21,4.7112,0,0,"0","0","0",1.414,"Fail"
25,6.5007,1,1,"0","1","0",2.155,"Pass"
23,4.8293,0,0,"0","1","0",1.534,"Fail"
24,7.7805,0,1,"0","0","0",2.805,"Pass"
23,8.9547,0,0,"0","0","0",4.456,"Pass"
35,6.8089,2,0,"0","0","0",2.445,"Pass"
26,8.1922,0,1,"1","0","0",3.3,"Pass"
22,7.6469,0,1,"0","0","0",2.746,"Pass"
29,7.6354,1,2,"0","0","0",2.89,"Pass"
34,6.8948,3,0,"0","0","0",2.487,"Pass"
24,6.748,0,0,"0","1","1",2.273,"Pass"
20,7.9556,0,1,"0","1","0",2.7,"Pass"
19,5.3994,0,0,"0","0","0",1.533,"Fail"
21,8.6147,0,0,"0","0","0",3.892,"Pass"
20,9.988,0,0,"0","0","1",4.026,"Pass"
23,7.1547,0,1,"0","0","0",2.607,"Pass"
34,5.3986,2,1,"0","1","1",1.585,"Fail"
22,6.6607,0,1,"0","0","0",2.268,"Pass"
22,7.6759,0,3,"0","0","0",2.763,"Pass"
29,6.2753,1,0,"0","0","0",2.107,"Pass"
22,6.9989,0,1,"0","1","1",2.422,"Pass"
25,6.5395,0,1,"0","0","0",2.269,"Pass"
30,9.534,1,0,"0","0","1",4.072,"Pass"
23,5.272,0,1,"0","0","0",1.522,"Fail"
29,7.9648,1,1,"0","0","0",3.155,"Pass"
25,6.9113,1,1,"0","0","0",2.327,"Pass"
24,6.2854,0,0,"0","0","0",2.052,"Pass"
19,6.9356,0,0,"0","0","0",2.429,"Pass"
28,8.5605,1,3,"0","0","0",3.906,"Pass"
28,6.7764,0,0,"0","0","0",2.393,"Pass"
29,9.4809,1,3,"0","0","0",4.004,"Pass"
29,5.7491,2,1,"0","0","0",1.738,"Fail"
30,9.275,1,4,"0","0","0",4.012,"Pass"
24,6.5187,0,1,"0","0","1",2.089,"Pass"
36,8.286,2,2,"0","1","1",3.036,"Pass"
30,6.8555,1,0,"0","0","0",2.461,"Pass"
24,6.3965,0,1,"0","0","0",2.014,"Pass"
22,9.6195,0,2,"0","1","1",4.742,"Pass"
20,5.9855,0,0,"0","0","0",1.867,"Fail"
31,6.362,0,0,"0","0","0",2.037,"Pass"
27,5.7575,0,2,"0","1","0",1.683,"Fail"
25,8.4978,0,1,"0","0","1",3.752,"Pass"
31,8.9726,1,1,"0","0","0",4.144,"Pass"
22,7.7907,0,1,"0","0","0",3.125,"Pass"
20,6.1005,0,0,"0","0","0",1.873,"Fail"
23,8.2333,0,2,"0","0","0",3.49,"Pass"
22,6.935,0,0,"1","0","0",2.333,"Pass"
29,6.543,1,2,"1","0","0",2.166,"Pass"
34,8.2455,2,2,"0","0","0",2.935,"Pass"
26,7.1524,0,1,"0","1","0",2.447,"Pass"
29,6.2107,1,0,"0","0","0",2.068,"Pass"
27,6.7176,1,0,"0","0","0",2.367,"Pass"
26,7.457,0,2,"0","0","0",2.854,"Pass"
29,6.8192,0,0,"0","0","0",2.289,"Pass"
25,8.6798,0,2,"0","0","0",4.106,"Pass"
19,4.0696,0,0,"0","0","1",1.269,"Fail"
35,7.5125,1,1,"0","0","0",2.918,"Pass"
22,7.0826,0,1,"0","0","0",2.399,"Pass"
29,7.0932,1,0,"0","0","0",2.526,"Pass"
29,8.0927,1,0,"0","0","0",3.316,"Pass"
24,6.9558,0,1,"0","0","0",2.429,"Pass"
34,7.6751,2,0,"0","1","1",2.808,"Pass"
24,5.8687,0,0,"0","1","0",1.804,"Fail"
29,7.0195,2,0,"0","1","0",2.47,"Pass"
22,5.6792,0,1,"0","0","0",1.773,"Fail"
40,7.122,3,1,"0","0","0",2.46,"Pass"
29,7.2056,2,0,"0","0","0",2.684,"Pass"
23,5.7665,0,0,"0","1","0",1.689,"Fail"
25,6.5296,0,2,"0","1","1",2.254,"Pass"
24,6.5306,0,1,"1","0","0",2.121,"Pass"
22,8.2202,0,0,"0","0","0",3.292,"Pass"
26,8.4193,0,0,"0","0","0",3.495,"Pass"
21,4.6701,0,0,"0","0","0",1.355,"Fail"
24,6.2626,0,0,"0","0","0",2.119,"Pass"
21,8.403,0,1,"0","1","0",2.99,"Pass"
19,5.9532,0,0,"0","0","0",1.767,"Fail"
27,6.9821,0,1,"0","0","0",2.435,"Pass"
23,7.827,0,0,"0","0","0",2.97,"Pass"
21,7.2953,0,1,"0","0","0",2.63,"Pass"
23,5.4833,0,0,"0","1","0",1.698,"Fail"
22,6.7005,0,0,"0","0","0",2.255,"Pass"
25,6.3459,0,2,"0","0","0",2.03,"Pass"
24,7.3833,0,1,"0","0","1",2.653,"Pass"
23,6.8735,0,2,"0","0","0",2.244,"Pass"
22,5.1582,0,0,"0","0","0",1.598,"Fail"
21,6.9479,0,2,"0","0","0",2.467,"Pass"
20,6.1513,0,0,"0","0","0",1.956,"Fail"
36,9.2638,2,2,"0","0","0",3.222,"Pass"
22,6.0098,0,0,"0","1","0",2.411,"Pass"
22,7.8168,0,2,"0","0","1",2.932,"Pass"
20,8.1367,0,0,"0","1","0",2.714,"Pass"
29,7.0619,1,1,"0","0","0",2.405,"Pass"
22,8.9001,0,3,"0","0","0",4.358,"Pass"
27,8.0514,1,1,"0","0","0",3.173,"Pass"
20,6.4243,0,0,"0","0","0",2.085,"Pass"
22,7.3009,0,0,"0","1","0",2.593,"Pass"
24,6.0639,0,0,"0","0","0",2.008,"Pass"
28,8.1723,0,2,"0","0","0",3.348,"Pass"
20,8.8206,0,1,"0","0","0",4.154,"Pass"
24,7.7651,0,1,"0","0","0",2.832,"Pass"
20,6.2358,0,0,"0","1","0",2.023,"Pass"
22,8.6234,0,2,"0","0","0",3.945,"Pass"
35,8.5109,2,3,"0","0","0",3.135,"Pass"
21,6.2172,0,2,"0","0","1",1.975,"Fail"
29,7.1445,1,1,"0","0","0",2.534,"Pass"
32,6.2984,1,0,"0","1","0",2.129,"Pass"
22,6.7148,0,0,"0","0","0",2.202,"Pass"
24,7.3413,0,3,"0","0","0",2.697,"Pass"
23,8.4975,0,1,"0","1","0",3.004,"Pass"
29,7.5919,0,0,"0","0","0",2.713,"Pass"
23,4.5836,0,0,"0","0","0",1.371,"Fail"
21,8.9745,0,0,"0","0","0",4.375,"Pass"
21,5.6539,0,0,"0","0","1",1.804,"Fail"
23,7.0815,0,3,"0","0","0",2.561,"Pass"
30,7.9023,1,0,"0","0","0",2.899,"Pass"
24,7.1818,0,1,"0","0","0",2.506,"Pass"
33,6.338,2,0,"0","0","0",1.977,"Fail"
27,6.9408,0,0,"0","0","0",2.365,"Pass"
23,7.9822,0,1,"0","0","0",3.296,"Pass"
27,7.3853,0,1,"0","0","0",2.633,"Pass"
21,6.947,0,1,"0","0","0",2.52,"Pass"
23,7.4629,0,0,"0","0","0",2.709,"Pass"
33,8.5322,2,1,"0","1","0",2.94,"Pass"
30,6.4053,0,0,"0","0","0",2.15,"Pass"
32,7.6634,2,0,"0","0","0",2.699,"Pass"
28,6.6416,1,2,"0","0","1",3.301,"Pass"
24,8.2296,0,1,"1","0","0",2.745,"Pass"
30,8.9004,1,2,"0","0","0",4.096,"Pass"
26,7.9769,1,1,"0","0","0",3.03,"Pass"
25,6.4725,0,0,"0","0","0",2.077,"Pass"
23,5.8695,0,1,"0","0","1",1.896,"Fail"
26,6.6551,1,0,"0","1","0",2.155,"Pass"
21,8.3304,0,0,"0","0","0",3.487,"Pass"
26,8.0422,0,0,"0","0","0",3.151,"Pass"
22,7.3301,0,0,"0","1","0",2.56,"Pass"
25,7.6273,0,2,"0","0","0",2.771,"Pass"
23,6.7616,0,1,"0","0","0",2.375,"Pass"
35,7.1067,2,0,"0","0","0",2.493,"Pass"
21,8.698,0,1,"0","0","0",4.019,"Pass"
25,7.3438,0,0,"0","0","0",2.538,"Pass"
26,6.7756,1,0,"1","0","0",2.287,"Pass"
19,6.168,0,0,"0","0","1",1.936,"Fail"
40,4.7077,2,0,"0","0","0",1.506,"Fail"
31,7.2179,2,2,"0","0","0",2.516,"Pass"
31,7.6601,1,1,"0","0","0",2.846,"Pass"
22,7.9427,0,1,"0","0","0",3.207,"Pass"
22,6.8826,0,2,"0","0","0",2.415,"Pass"
27,5.1435,0,1,"0","0","0",1.595,"Fail"
21,5.1193,0,1,"0","0","0",1.616,"Fail"
27,7.5654,0,1,"0","0","0",3.734,"Pass"
19,6.3484,0,0,"0","0","0",2.006,"Pass"
29,7.7807,1,0,"0","0","0",2.91,"Pass"
29,7.9501,2,1,"0","1","0",2.81,"Pass"
22,7.0235,0,0,"0","0","1",2.544,"Pass"
30,5.8238,2,0,"0","0","0",1.858,"Fail"
29,7.5857,1,1,"0","0","0",2.721,"Pass"
23,7.0035,0,0,"0","0","0",2.569,"Pass"
20,5.2456,0,0,"0","0","0",1.485,"Fail"
23,7.4413,0,2,"1","0","0",2.45,"Pass"
27,5.8897,0,0,"0","0","0",1.929,"Fail"
23,7.3481,0,2,"0","0","0",2.704,"Pass"
26,6.0714,0,0,"0","1","0",2.259,"Pass"
26,7.3966,0,0,"0","0","0",2.673,"Pass"
23,8.1182,0,1,"0","0","0",3.346,"Pass"
24,8.4035,0,1,"0","1","0",2.805,"Pass"
25,9.4274,1,4,"0","1","0",2.892,"Pass"
28,6.4103,1,1,"0","0","0",2.185,"Pass"
27,7.0407,0,0,"0","0","0",2.399,"Pass"
20,7.4178,0,0,"0","0","0",2.777,"Pass"
25,7.9023,0,0,"0","0","0",3.007,"Pass"
22,8.2386,0,2,"0","0","0",3.299,"Pass"
25,4.4931,0,1,"0","0","0",1.388,"Fail"
23,6.9607,0,3,"1","0","0",2.501,"Pass"
24,7.0308,0,0,"0","0","1",2.396,"Pass"
30,6.8592,1,0,"0","0","0",2.256,"Pass"
28,5.537,0,1,"0","0","0",1.628,"Fail"
23,5.3006,0,0,"0","1","0",1.56,"Fail"
22,7.1286,0,1,"0","1","0",2.426,"Pass"
35,6.8836,3,2,"0","1","0",2.337,"Pass"
23,7.5199,0,0,"0","0","1",2.691,"Pass"
25,7.0684,0,0,"0","0","0",2.464,"Pass"
25,6.7733,1,0,"0","1","0",2.41,"Pass"
30,7.8321,2,1,"0","0","0",2.782,"Pass"
27,6.2244,0,0,"0","0","0",1.992,"Fail"
21,9.066,0,1,"0","0","0",4.621,"Pass"
25,7.6695,1,2,"0","1","0",2.676,"Pass"
23,7.6893,0,2,"0","0","0",2.825,"Pass"
30,6.1244,1,0,"0","0","0",1.851,"Fail"
26,5.5611,1,0,"1","0","1",1.676,"Fail"
20,5.6865,0,0,"0","1","0",1.763,"Fail"
26,9.0597,0,3,"0","0","0",4.47,"Pass"
21,7.6637,0,1,"0","0","0",2.824,"Pass"
20,7.1255,0,0,"0","0","0",2.553,"Pass"
24,8.1998,0,1,"0","0","0",3.511,"Pass"
22,6.5807,0,1,"0","0","0",2.143,"Pass"
22,7.2429,0,2,"1","0","0",2.606,"Pass"
23,6.6488,0,1,"0","0","0",2.314,"Pass"
19,6.9273,0,0,"1","0","0",2.368,"Pass"
27,6.7582,0,0,"0","0","0",2.407,"Pass"
23,7.5539,0,1,"0","0","0",2.853,"Pass"
21,7.5539,0,1,"0","0","0",2.767,"Pass"
37,7.1465,2,1,"1","0","0",2.42,"Pass"
29,7.4231,1,0,"0","1","0",2.667,"Pass"
33,8.6553,3,2,"0","0","0",3.053,"Pass"
22,7.9237,0,1,"0","0","0",3.233,"Pass"
26,6.7784,0,0,"0","0","1",2.355,"Pass"
23,6.6381,0,1,"0","0","0",2.138,"Pass"
29,8.4436,1,1,"0","0","0",3.798,"Pass"
30,6.9565,2,0,"0","0","1",2.468,"Pass"
33,8.5354,3,0,"0","1","0",2.95,"Pass"
24,7.4806,0,0,"0","0","0",2.67,"Pass"
26,5.816,0,1,"0","1","0",1.817,"Fail"
41,7.2334,3,2,"0","0","0",2.683,"Pass"
23,7.2816,0,0,"0","1","0",2.62,"Pass"
25,5.4357,1,2,"0","1","0",1.576,"Fail"
19,5.7693,0,0,"0","0","0",1.831,"Fail"
22,4.7598,0,1,"0","0","0",1.449,"Fail"
33,8.7829,2,1,"0","1","0",3.035,"Pass"
35,7.5972,2,1,"0","0","0",2.66,"Pass"
26,6.8838,0,0,"0","1","0",2.231,"Pass"
27,8.8929,1,4,"0","0","0",3.999,"Pass"
26,8.1255,0,2,"0","0","1",3.327,"Pass"
24,8.1501,0,1,"0","0","0",3.419,"Pass"
24,9.8808,0,2,"0","0","0",4.222,"Pass"
21,9.6397,0,2,"1","0","1",4.63,"Pass"
36,7.6488,2,0,"0","1","0",2.534,"Pass"
22,7.2485,0,1,"0","0","0",2.576,"Pass"
28,6.7454,2,2,"0","1","0",2.352,"Pass"
24,6.64,0,0,"0","1","0",2.308,"Pass"
21,7.9117,0,1,"0","0","0",3.034,"Pass"
25,5.2903,0,0,"0","1","0",1.55,"Fail"
23,7.8376,0,1,"0","0","0",2.895,"Pass"
30,7.5736,1,0,"1","0","0",2.548,"Pass"
42,5.7387,2,0,"1","0","0",1.702,"Fail"
21,7.1593,0,2,"0","0","0",2.493,"Pass"
25,7.9578,1,0,"0","1","0",2.753,"Pass"
20,5.978,0,0,"0","1","0",2.15,"Pass"
24,7.5714,0,0,"0","0","0",2.718,"Pass"
24,6.9005,0,0,"0","1","0",2.384,"Pass"
37,5.6536,3,0,"0","1","0",1.801,"Fail"
20,6.4,0,0,"0","0","1",2.177,"Pass"
32,7.6411,0,2,"0","0","0",2.836,"Pass"
