"","Q01","Q02","Q03","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23"
"848",5,5,3,3,4,3,3,4,2,2,5,3,4,3,3,3,4,4,4,3,4,2,1
"849",4,4,3,3,4,5,2,4,4,4,4,2,4,4,2,2,4,3,5,2,3,2,5
"850",4,4,3,3,2,4,2,3,1,4,5,3,4,3,4,3,3,4,2,4,4,2,2
"851",4,5,4,3,3,4,2,4,3,3,4,2,3,2,3,3,4,3,4,4,3,4,2
"852",3,5,4,3,4,4,3,4,3,4,4,3,3,3,3,3,3,4,4,2,3,3,2
"853",3,4,3,3,3,4,4,3,5,4,4,3,3,3,3,3,4,4,4,2,3,4,4
"854",3,5,5,3,2,5,3,1,4,5,2,4,5,3,1,2,2,3,4,5,5,2,2
"855",3,5,5,3,3,2,1,1,4,4,2,2,2,1,2,2,1,4,3,3,2,4,3
"856",4,5,5,4,3,4,3,3,5,4,3,3,3,3,4,3,3,3,4,2,3,4,3
"857",4,3,3,2,2,1,1,4,1,4,4,1,2,4,1,3,4,3,2,2,2,3,4
"858",3,4,3,3,2,4,2,3,3,3,3,3,5,5,4,4,2,4,3,4,3,4,4
"859",4,4,5,3,2,1,2,4,5,3,1,2,4,3,2,3,3,1,5,2,2,5,3
"860",4,5,4,4,4,5,4,4,4,4,4,3,4,5,5,4,4,4,5,2,3,4,3
"861",4,4,4,3,3,4,2,4,1,4,4,3,4,3,3,3,3,3,4,2,1,2,2
"862",4,4,2,5,5,5,4,5,1,5,5,4,4,5,4,4,5,5,5,2,4,3,3
"863",4,4,3,2,2,5,4,2,3,4,2,3,4,4,3,3,2,5,2,2,2,3,3
"864",3,5,5,4,4,4,4,5,3,4,4,4,4,4,4,3,4,5,4,3,3,2,4
"865",5,5,1,5,4,3,4,4,4,4,5,5,5,4,4,4,5,5,4,3,4,2,2
"866",3,5,4,3,3,3,2,3,5,4,3,3,3,3,4,2,4,3,5,4,4,3,2
"867",5,4,3,2,5,5,4,4,2,4,5,3,4,4,4,5,5,5,4,4,4,4,1
"868",4,3,3,3,4,4,4,3,2,4,4,3,4,3,3,3,3,4,3,3,2,4,2
"869",3,5,3,2,3,1,1,3,5,3,2,2,2,2,4,1,1,2,5,4,2,5,4
"870",4,5,2,3,4,4,5,4,2,3,3,3,5,5,4,4,4,5,3,3,3,3,2
"871",3,4,3,2,4,4,2,3,3,4,3,2,4,2,3,3,2,4,5,2,3,4,2
"872",3,5,4,5,4,5,4,4,4,4,5,3,3,3,3,3,4,4,2,4,4,1,1
"873",4,3,2,3,4,5,5,4,2,4,4,4,5,5,5,4,4,4,2,3,4,2,3
"874",2,5,4,1,1,5,2,4,2,4,3,2,4,2,4,2,3,3,4,1,1,5,2
"875",4,5,5,2,2,5,1,4,5,5,4,4,5,1,4,2,2,2,4,1,1,5,2
"876",4,3,2,5,4,4,4,5,1,4,5,4,5,3,3,4,4,5,4,4,4,3,2
"877",4,4,4,3,3,4,3,5,5,5,5,3,4,3,3,4,5,4,5,2,4,3,2
"878",3,2,3,3,4,2,3,4,2,4,4,2,2,3,2,2,4,2,2,4,3,2,2
"879",3,4,4,3,3,4,3,4,4,4,4,3,4,3,3,3,4,4,3,3,3,3,3
"880",4,5,5,2,1,5,4,3,3,4,3,3,4,3,4,3,2,3,5,1,2,3,3
"881",4,5,4,4,2,4,4,4,3,2,4,2,3,4,2,2,4,4,5,4,3,2,2
"882",4,5,4,3,3,4,4,3,5,4,3,3,4,4,4,3,4,3,4,2,4,4,2
"883",2,4,4,2,4,4,4,4,2,4,4,2,4,4,4,2,3,2,3,2,2,2,2
"884",4,4,3,4,4,5,4,4,2,4,4,3,4,3,4,4,4,4,4,2,2,2,2
"885",3,4,1,3,4,2,3,3,1,4,4,4,4,4,4,3,3,4,5,3,3,2,2
"886",4,5,3,4,4,4,3,4,5,4,4,4,4,4,4,4,4,3,3,2,3,3,3
"887",3,5,4,3,1,1,1,3,3,2,2,1,1,1,2,2,3,1,3,3,1,5,3
"888",2,5,5,2,4,5,2,3,2,5,3,1,1,1,5,1,1,1,5,1,1,2,1
"889",2,5,4,3,2,1,2,3,5,3,3,3,3,3,4,3,3,2,4,2,2,3,2
"890",5,4,3,5,5,5,5,4,3,5,5,3,4,2,4,5,5,4,5,2,4,2,5
"891",3,2,3,4,4,5,4,4,1,5,5,4,4,5,5,3,4,5,4,3,3,2,1
"892",4,4,2,4,5,5,5,5,2,4,5,3,5,4,3,4,4,5,2,4,4,1,1
"893",2,5,5,1,2,1,1,1,4,4,2,2,2,2,2,1,2,1,5,1,2,4,2
"894",4,5,3,5,5,4,4,4,3,4,4,3,4,5,4,4,4,4,2,2,3,2,2
"895",3,5,3,3,2,2,3,2,5,3,3,3,3,2,3,3,3,3,2,2,3,2,3
"896",4,5,5,2,3,4,2,4,3,4,3,3,4,3,3,4,4,4,4,5,3,3,3
"897",4,4,3,2,3,2,2,4,2,4,3,4,3,3,2,3,4,3,4,2,3,2,3
"898",3,5,4,2,2,4,1,3,4,2,2,1,1,2,1,2,3,1,4,3,3,3,1
"899",5,2,2,4,4,5,4,5,3,5,5,4,5,5,3,5,4,5,4,3,5,2,2
"900",4,5,5,2,3,4,2,4,3,3,4,1,3,2,4,2,4,3,5,1,1,3,3
"901",4,5,4,4,4,4,2,5,3,5,4,3,4,4,4,4,5,4,5,4,4,5,5
"902",3,5,5,4,2,4,2,4,5,4,4,2,4,2,4,2,2,3,5,2,2,3,2
"903",4,4,5,4,3,4,2,4,5,3,4,3,3,3,3,4,3,3,5,3,4,2,4
"904",4,5,3,3,4,4,3,4,4,5,5,3,4,4,3,3,4,4,3,2,2,3,3
"905",4,3,2,4,4,3,3,4,2,4,4,3,4,3,4,4,4,4,2,3,3,2,2
"906",1,5,5,3,2,4,2,1,1,4,2,1,2,1,4,2,1,4,4,1,1,1,1
"907",3,5,2,4,2,5,4,4,1,5,4,4,4,4,4,3,3,3,2,1,4,1,1
"908",4,5,5,2,1,4,1,3,4,4,4,3,3,3,2,2,3,4,5,2,3,3,3
"909",4,5,5,3,2,1,4,4,4,4,3,2,3,3,2,3,4,1,5,2,2,3,5
"910",4,5,3,4,2,4,4,4,3,4,5,3,4,3,4,3,4,3,5,4,4,3,3
"911",5,5,5,2,5,5,4,5,5,5,5,3,5,5,2,4,4,5,5,2,4,4,5
"912",4,5,2,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,3,3,4,3,3
"913",3,5,3,3,2,3,2,4,2,3,4,3,4,3,4,4,3,1,4,4,3,3,2
"914",4,4,2,4,4,3,3,4,2,4,4,4,4,4,4,3,4,4,2,3,4,3,2
"915",4,2,3,4,3,4,3,4,4,3,4,4,4,3,4,3,4,4,3,3,4,2,3
"916",5,4,2,2,2,4,2,4,5,4,4,2,5,4,2,2,4,3,4,2,2,1,3
"917",4,4,3,4,5,4,4,5,4,5,5,4,5,4,4,4,4,5,3,3,4,3,2
"918",4,5,3,3,3,2,2,4,3,4,4,3,3,2,3,3,3,2,3,1,2,3,4
"919",2,5,5,2,4,2,1,2,5,4,2,2,2,2,3,2,3,3,5,1,2,3,5
"920",3,3,3,3,2,4,3,4,2,3,4,3,4,3,3,3,3,3,3,2,2,3,3
"921",4,2,1,4,4,5,4,5,1,4,5,3,4,4,4,4,4,5,2,3,4,3,2
"922",4,5,4,4,3,5,4,4,5,5,5,3,5,5,5,4,4,4,4,3,2,4,2
"923",2,4,3,3,3,4,3,4,3,3,4,2,4,2,2,1,3,4,3,4,3,4,2
"924",4,5,4,3,2,2,3,5,5,3,5,3,4,3,1,3,3,4,5,3,4,5,3
"925",5,1,3,5,5,2,3,5,4,5,5,2,3,4,3,5,5,3,4,3,4,2,2
"926",5,4,4,4,4,5,4,5,2,4,4,3,4,3,4,3,5,3,4,2,1,2,3
"927",3,5,4,3,3,5,2,4,5,2,4,3,3,2,2,4,4,3,2,3,3,2,3
"928",2,4,5,2,2,4,2,4,2,2,4,3,2,3,2,2,4,2,3,2,2,2,2
"929",5,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4
"930",4,5,3,4,4,5,4,4,3,3,4,4,5,4,4,4,4,4,2,2,3,3,2
"931",4,4,3,3,3,4,3,4,3,3,4,4,4,3,4,4,4,4,4,1,2,3,3
"932",4,1,1,4,3,4,4,4,2,4,5,3,4,4,4,4,4,3,3,2,3,3,2
"933",3,5,5,3,2,5,2,4,2,4,4,2,3,4,4,3,4,4,2,2,2,4,2
"934",1,5,4,2,2,3,2,1,3,5,3,1,3,2,2,2,2,3,5,1,2,4,2
"935",3,5,4,4,3,5,2,2,2,4,3,2,2,2,2,3,2,3,4,2,2,2,1
"936",3,5,3,4,1,5,5,4,3,3,4,2,4,4,2,2,4,4,5,1,2,2,1
"937",1,5,5,2,2,2,2,3,4,3,3,2,2,2,3,2,4,2,4,1,2,4,4
"938",4,5,5,3,2,4,2,2,2,4,2,2,4,4,2,3,2,4,5,1,2,5,5
"939",3,5,3,3,4,2,3,4,4,4,4,2,3,3,4,3,4,1,4,3,3,2,3
"940",3,5,5,2,4,4,2,4,5,4,3,2,4,4,2,2,3,3,5,2,2,5,5
"941",4,4,3,3,3,4,4,3,3,3,4,2,5,3,4,4,4,4,5,2,3,3,2
"942",4,5,3,3,3,4,4,4,3,4,3,3,3,3,3,3,4,3,4,2,3,3,2
"943",3,4,5,3,3,2,2,1,3,3,1,3,2,1,5,2,1,3,4,4,2,2,4
"944",4,5,5,5,4,4,5,5,3,3,5,3,5,4,5,3,5,5,3,2,4,3,2
"945",5,4,3,5,4,4,4,4,3,4,4,3,5,4,4,5,4,3,5,2,5,4,3
"946",4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,4,2
"947",4,5,3,4,4,4,4,4,2,3,4,4,3,4,3,4,4,4,3,3,3,2,3
"948",3,5,5,3,1,1,1,3,5,5,2,1,2,1,4,1,3,1,5,2,2,5,3
"949",4,5,3,4,4,5,5,4,2,4,4,3,4,4,4,4,4,4,2,3,3,3,3
"950",3,4,3,5,3,5,4,3,4,5,3,4,3,3,4,5,4,5,5,3,4,5,4
"951",3,4,3,3,4,5,3,3,3,5,4,3,4,4,3,3,3,4,5,2,2,2,2
"952",5,5,2,4,4,4,4,4,3,4,5,5,5,4,4,4,4,4,4,3,4,2,4
"953",3,3,1,2,3,1,1,4,4,2,3,1,1,1,1,2,2,1,3,1,2,3,3
"954",4,5,4,4,3,4,2,4,3,3,3,3,2,3,3,4,3,2,4,2,3,3,3
"955",4,4,3,3,2,3,2,4,2,3,4,1,3,4,4,4,3,2,2,3,3,3,2
"956",2,5,4,2,2,4,2,4,4,2,3,2,3,3,3,2,3,3,5,1,1,3,3
"957",3,5,5,2,4,1,2,4,5,4,3,3,3,1,1,2,4,3,5,1,2,4,2
"958",2,5,5,3,2,2,2,1,3,4,1,3,2,1,2,2,1,2,5,1,2,5,5
"959",4,5,2,4,4,5,5,5,3,5,5,4,4,5,3,3,5,5,4,3,4,4,3
"960",2,5,5,3,4,5,4,4,2,4,4,2,4,3,4,4,4,2,4,4,4,2,2
"961",3,4,4,3,2,4,4,4,2,4,4,2,4,2,3,2,4,2,5,3,2,3,3
"962",4,4,2,4,4,5,4,5,1,4,5,4,4,5,4,4,4,4,1,2,4,5,5
"963",4,4,2,4,4,4,4,4,2,4,5,4,5,4,4,4,4,4,2,4,4,2,2
"964",3,5,1,5,4,3,3,4,4,4,5,3,4,4,3,3,4,4,4,4,4,4,2
"965",3,5,4,3,3,4,4,3,3,4,3,2,3,2,3,2,2,3,4,2,2,4,3
"966",4,5,5,2,4,5,3,3,4,4,3,2,3,2,3,4,3,3,3,2,2,4,1
"967",4,4,2,5,3,5,4,4,4,3,3,3,5,4,4,4,3,3,2,3,2,4,2
"968",3,2,4,3,4,4,4,3,2,3,4,3,4,3,3,2,2,5,4,2,3,3,1
"969",5,4,1,4,5,5,4,4,2,4,4,3,4,1,4,3,4,4,4,2,4,2,2
"970",3,5,3,3,3,5,2,4,2,4,5,3,4,3,3,4,3,4,3,4,3,5,2
"971",4,3,2,4,3,5,4,4,2,4,5,4,4,4,4,4,4,5,5,3,4,3,2
"972",4,5,4,4,2,4,2,4,4,3,4,3,4,4,2,2,3,4,4,3,2,3,2
"973",4,4,3,2,1,3,3,2,2,4,2,3,3,3,2,2,2,4,4,2,3,4,3
"974",3,5,4,3,4,2,2,3,2,5,4,4,4,3,4,4,2,2,4,2,3,5,1
"975",4,5,3,3,4,5,3,4,2,4,5,4,5,4,4,4,4,3,2,3,3,3,2
"976",3,4,2,3,4,4,2,4,3,4,3,2,3,3,4,3,3,4,4,4,4,3,2
"977",3,5,5,3,2,4,3,4,5,3,4,2,3,3,3,2,4,4,5,1,1,5,3
"978",5,4,1,5,4,5,4,5,2,5,5,4,4,5,4,5,4,4,2,4,4,2,2
"979",4,4,3,3,4,4,4,2,4,4,4,4,4,3,4,4,3,5,3,4,3,2,3
"980",4,4,2,4,4,2,3,4,1,4,4,3,3,3,4,3,4,3,3,3,4,2,2
"981",4,4,3,4,2,1,2,3,5,4,4,3,2,3,2,4,2,3,5,2,3,2,2
"982",4,3,2,4,4,4,4,4,2,3,4,4,4,4,3,4,4,4,2,4,3,3,2
"983",3,3,4,2,2,3,4,4,2,4,4,3,4,3,3,3,4,4,5,1,2,3,2
"984",4,3,3,4,3,4,4,4,2,4,4,4,4,4,4,4,4,5,2,3,3,4,2
"985",4,5,3,4,4,4,1,3,5,4,4,2,4,4,2,2,3,3,5,1,2,4,1
"986",2,5,5,2,3,4,4,5,2,4,2,3,4,4,2,4,4,5,2,1,5,2,1
"987",4,4,4,3,4,4,4,3,3,4,4,1,3,3,2,3,3,4,5,1,3,2,2
"988",1,5,5,2,2,4,2,3,4,3,3,1,3,1,3,1,3,2,4,1,1,5,3
"989",4,3,4,2,3,4,3,3,2,4,3,3,4,3,4,3,3,4,3,2,1,3,2
"990",4,4,3,4,4,4,4,4,3,4,4,3,4,2,4,4,4,2,3,4,3,3,3
"991",4,5,2,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,1,2,4,2
"992",4,5,3,3,3,4,3,4,1,4,4,3,4,3,2,3,4,4,5,3,3,2,2
"993",5,4,1,4,4,5,4,5,2,5,5,4,4,4,4,4,5,5,2,4,4,4,2
"994",4,5,3,4,4,4,3,3,4,4,5,4,4,3,3,4,4,4,4,3,4,4,5
"995",3,4,3,3,4,2,3,3,2,4,3,2,3,2,4,3,4,3,2,4,4,5,4
"996",2,5,3,3,2,4,4,4,3,3,4,3,5,3,4,3,4,3,5,2,3,2,2
"997",3,5,5,3,4,3,3,3,3,4,3,2,4,3,2,3,3,3,5,1,3,5,1
"998",4,5,4,4,4,4,3,4,4,3,4,3,4,2,4,4,4,3,5,3,3,4,3
"999",2,5,5,2,5,4,1,5,5,5,5,2,5,1,2,1,5,5,5,1,1,5,5
"1000",5,5,4,4,2,4,3,4,4,4,4,4,4,3,4,4,4,4,3,2,3,3,5
"1001",3,5,4,2,4,4,2,5,5,5,3,2,3,3,3,4,3,3,5,1,3,5,1
"1002",5,5,3,3,4,5,4,4,5,4,4,4,4,5,4,4,4,5,3,3,4,2,5
"1003",4,5,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,2
"1004",4,5,2,5,4,3,4,5,2,5,5,2,5,3,5,3,5,5,5,2,3,5,5
"1005",4,5,3,1,4,2,2,4,5,4,4,2,2,2,1,2,5,3,5,2,4,5,1
"1006",4,5,3,4,4,4,3,4,3,4,4,3,3,3,4,3,4,5,3,3,3,4,2
"1007",3,4,4,2,2,2,2,4,4,4,2,3,3,2,2,3,2,3,4,3,3,2,3
"1008",4,5,4,3,4,4,2,2,2,4,2,4,4,3,3,4,3,3,4,1,1,2,4
"1009",5,4,2,4,4,5,4,5,2,4,5,5,5,4,4,5,5,5,2,3,4,2,2
"1010",4,5,3,3,2,4,2,3,2,4,4,3,4,3,3,3,3,4,5,2,3,5,2
"1011",5,4,3,4,4,5,4,4,1,5,4,4,5,5,5,5,5,5,4,4,4,1,1
"1012",3,2,5,2,3,2,1,3,2,2,3,3,3,4,3,3,3,3,5,1,2,2,4
"1013",4,3,2,4,4,5,4,4,2,4,5,3,4,4,4,4,5,5,2,3,3,1,2
"1014",5,5,5,5,5,5,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,5
"1015",5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,2
"1016",3,5,4,3,4,3,2,5,3,4,5,2,4,5,5,3,5,3,5,2,3,3,2
"1017",3,5,3,4,4,4,3,4,5,4,4,3,4,4,4,4,4,4,3,3,3,4,2
"1018",4,4,5,1,1,2,2,3,2,4,3,3,3,1,2,3,2,1,5,1,1,1,2
"1019",4,5,3,4,5,5,5,5,2,3,4,2,3,4,4,4,5,3,2,3,4,2,3
"1020",4,4,2,4,4,5,4,5,3,2,4,3,4,5,5,3,3,4,2,3,3,2,2
"1021",4,5,2,4,4,4,4,5,3,4,5,3,4,4,3,3,4,4,2,2,4,3,3
"1022",5,4,3,3,4,4,2,5,3,5,4,4,4,3,4,3,4,5,4,4,1,1,1
"1023",4,4,3,4,4,3,4,5,4,4,5,4,5,4,4,4,4,5,5,3,4,4,4
"1024",4,3,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2
"1025",4,4,4,3,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,2,3,4,4
"1026",2,5,4,2,4,3,2,4,2,2,4,1,2,3,1,1,4,4,5,1,1,2,1
"1027",3,5,5,2,2,1,1,2,3,2,2,2,2,2,1,3,3,2,5,2,2,3,2
"1028",5,4,2,4,5,5,5,5,2,4,5,4,4,5,4,4,5,5,4,4,4,4,1
"1029",3,5,5,2,2,4,3,4,4,3,3,3,4,4,4,3,4,4,2,2,3,2,3
"1030",4,4,4,3,3,4,3,3,3,4,4,1,3,2,3,4,4,3,5,2,3,4,4
"1031",4,3,3,4,3,3,3,4,4,4,4,3,4,3,4,3,4,3,3,3,3,4,3
"1032",4,4,2,4,4,5,4,5,5,4,5,3,4,4,5,4,4,3,3,2,3,3,4
"1033",5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3
"1034",4,4,3,3,4,5,5,5,4,4,5,3,3,3,4,4,4,4,3,3,3,4,2
"1035",2,2,5,2,4,2,2,4,2,4,4,1,2,4,4,2,3,2,2,4,3,2,2
"1036",4,5,3,4,4,5,5,4,2,5,5,5,5,5,5,5,5,5,4,3,5,3,2
"1037",4,4,2,3,4,4,2,3,3,3,4,3,3,2,3,4,4,3,3,3,3,3,3
"1038",2,5,5,4,4,5,2,5,3,5,4,3,3,3,3,2,3,3,5,1,2,3,1
"1039",4,5,3,4,3,5,2,4,2,4,3,4,4,4,5,4,4,5,4,3,3,4,2
"1040",3,4,3,3,5,3,3,4,3,3,4,4,4,4,5,4,4,3,4,3,4,3,2
"1041",4,5,3,4,3,5,4,4,4,5,4,3,4,2,3,3,4,4,5,1,3,4,2
"1042",3,4,3,2,4,4,4,4,3,4,4,3,4,3,4,3,5,2,2,4,3,3,3
"1043",4,4,3,3,4,5,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,3,2
"1044",4,5,4,3,3,2,3,4,5,5,4,3,4,4,4,3,4,4,5,3,3,4,3
"1045",4,5,3,3,4,5,4,3,5,4,4,3,4,2,4,3,3,3,3,2,3,4,4
"1046",3,4,3,4,3,4,4,4,3,4,4,3,4,3,5,3,4,4,5,2,3,3,2
"1047",5,4,2,5,5,5,5,5,4,5,4,4,4,4,3,4,4,5,3,4,4,2,2
"1048",5,3,3,4,5,2,2,3,3,2,3,3,2,3,4,3,4,3,5,2,3,1,1
"1049",3,5,4,3,4,2,2,3,3,5,3,3,3,2,5,3,4,3,5,1,2,5,3
"1050",3,5,5,3,3,4,2,3,5,5,4,2,2,2,4,3,2,3,5,2,1,4,2
"1051",3,4,2,4,3,1,2,1,1,5,1,2,1,3,3,4,2,3,3,2,2,3,4
"1052",3,4,3,3,3,2,4,3,2,3,4,3,2,3,3,3,4,3,3,3,2,2,2
"1053",4,3,4,3,3,2,2,4,2,4,5,2,3,2,3,3,4,1,5,3,3,3,2
"1054",2,5,5,2,3,4,4,3,4,5,3,2,5,4,2,2,4,4,5,2,2,1,2
"1055",4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,2,3,3,3,2
"1056",5,4,2,5,5,1,2,4,2,4,4,1,2,4,2,4,3,4,4,3,2,2,3
"1057",4,5,3,4,5,5,5,5,2,5,4,3,3,3,5,3,5,3,4,2,4,3,2
"1058",5,5,4,4,4,3,3,4,4,4,3,3,3,4,4,3,4,3,4,1,2,4,3
"1059",4,4,3,4,3,4,4,4,2,4,4,3,2,4,4,3,4,3,4,2,4,2,2
"1060",2,5,4,2,2,1,2,3,2,3,4,2,2,3,3,1,2,3,4,1,2,2,1
"1061",4,4,3,4,3,2,2,5,4,4,4,3,4,2,2,3,2,4,4,2,2,2,1
"1062",4,4,3,4,3,4,4,4,3,4,4,3,4,4,5,3,4,3,2,4,3,2,2
"1063",3,5,3,4,1,4,1,4,1,3,4,2,4,2,1,3,2,4,5,4,1,5,1
"1064",3,5,5,3,4,5,5,3,2,2,3,2,3,3,3,4,3,4,4,4,3,4,4
"1065",4,4,3,3,3,3,4,4,3,4,4,3,4,3,4,3,4,3,4,2,4,3,2
"1066",3,4,4,2,3,3,2,2,2,4,4,2,3,3,2,3,3,3,4,2,2,1,2
"1067",4,4,3,3,1,5,5,4,5,5,4,1,5,3,5,3,4,5,3,4,4,5,2
"1068",5,5,2,2,4,4,4,5,5,4,4,4,4,4,2,3,4,4,3,2,4,4,3
"1069",4,5,3,3,3,2,2,4,3,3,4,3,3,3,2,3,3,2,4,3,3,5,4
"1070",3,4,4,3,3,2,2,4,4,4,3,3,3,3,2,2,2,4,4,2,2,4,3
"1071",4,5,2,4,3,4,3,4,3,4,4,3,4,4,3,4,5,4,4,4,4,2,2
"1072",4,5,3,3,4,5,3,3,4,3,3,2,3,3,5,3,3,3,5,1,2,3,1
"1073",4,2,5,2,2,4,2,4,1,5,4,2,4,4,4,3,4,2,2,4,3,2,1
"1074",4,5,3,4,4,4,5,4,2,4,4,3,4,4,3,4,4,4,2,3,4,3,2
"1075",3,5,3,3,4,5,5,5,1,5,5,1,5,3,3,3,4,5,3,2,2,3,5
"1076",5,2,1,5,5,5,4,4,2,4,4,4,5,5,4,4,4,5,2,3,4,2,2
"1077",4,5,3,4,3,5,2,3,5,5,4,3,3,2,2,4,4,3,5,1,1,5,5
"1078",4,4,2,4,4,4,2,4,2,4,4,4,4,3,3,4,4,3,4,4,4,3,2
"1079",3,5,2,3,4,3,4,3,1,4,3,3,3,4,4,3,3,4,2,2,4,4,2
"1080",4,5,3,4,3,5,2,4,1,3,4,4,5,4,3,3,4,5,3,1,2,3,1
"1081",4,4,2,3,4,5,4,5,3,5,5,5,5,5,3,3,5,5,2,1,3,1,4
"1082",3,5,2,3,4,5,3,4,4,4,4,1,2,3,4,4,3,4,5,2,2,2,3
"1083",5,5,3,4,4,3,4,5,5,3,5,3,4,3,2,1,5,4,4,2,4,3,2
"1084",4,5,3,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3
"1085",3,2,3,5,3,4,2,4,3,2,3,3,4,2,3,1,2,4,4,4,3,4,1
"1086",4,3,4,4,4,3,3,4,3,4,4,3,4,3,3,3,4,3,4,2,3,2,2
"1087",4,5,5,3,3,4,3,5,5,2,4,3,4,4,2,2,4,3,5,1,2,3,5
"1088",3,3,3,3,3,4,3,4,2,3,4,3,4,3,3,3,4,4,2,3,4,4,2
"1089",3,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,2,2
"1090",4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,5,4,3,3,4
"1091",4,5,4,3,4,4,2,2,4,3,4,3,3,3,2,3,4,3,5,1,1,4,2
"1092",5,5,5,5,5,5,1,5,4,5,3,2,5,5,5,5,5,5,5,1,3,4,5
"1093",3,4,3,5,3,3,4,4,5,4,5,4,4,3,4,3,4,4,4,2,3,2,4
"1094",4,4,3,5,3,5,5,4,5,4,4,4,5,3,4,3,4,4,5,3,4,4,1
"1095",3,4,3,3,4,4,4,4,2,4,4,3,4,3,4,3,4,4,3,2,4,2,2
"1096",4,4,3,4,4,5,4,4,3,3,4,3,3,4,4,3,4,5,3,2,3,3,3
"1097",2,5,4,4,3,3,2,3,3,4,4,2,3,2,3,2,3,4,4,2,3,4,3
"1098",4,5,4,4,4,5,3,4,2,4,4,2,4,4,4,4,4,4,3,2,2,4,2
"1099",3,5,5,1,2,1,1,2,5,2,2,2,2,2,2,1,2,2,5,1,1,3,3
"1100",4,4,4,3,3,3,3,4,3,3,4,3,4,3,3,3,4,3,3,2,3,3,4
"1101",5,3,1,4,4,5,5,4,1,4,5,5,5,4,5,4,4,5,3,4,4,1,1
"1102",4,5,3,4,4,4,4,3,3,3,3,2,4,3,3,3,3,4,5,2,3,4,2
"1103",3,4,3,1,1,1,1,4,1,5,4,4,4,3,4,4,4,3,5,2,2,3,3
"1104",4,4,2,4,3,5,4,4,2,4,5,4,5,3,3,3,5,3,5,4,4,5,2
"1105",4,5,2,3,4,5,5,5,2,4,5,1,4,1,4,3,5,4,3,2,3,2,2
"1106",4,5,2,3,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3,2
"1107",4,4,2,4,4,2,4,4,2,4,4,2,4,4,4,3,3,4,2,4,4,2,2
"1108",4,3,2,4,3,3,4,4,2,4,4,3,3,4,4,4,3,4,3,3,4,4,2
"1109",3,5,4,4,4,2,3,4,2,3,4,3,4,3,2,2,4,3,2,2,3,4,3
"1110",4,4,4,3,4,5,4,4,4,4,4,3,4,4,2,3,4,3,3,3,1,3,4
"1111",3,4,4,2,4,5,5,3,2,5,4,2,4,2,5,5,3,5,5,3,3,1,1
"1112",4,5,5,3,3,4,3,2,5,5,3,2,5,4,1,1,3,4,5,2,2,5,5
"1113",3,5,2,4,3,4,3,4,2,3,5,3,4,1,3,3,2,3,2,2,4,2,1
"1114",3,5,4,3,4,4,3,2,5,3,2,2,3,3,4,2,3,4,5,4,3,4,2
"1115",4,5,4,4,3,4,2,4,5,4,3,2,3,4,4,3,4,2,5,1,3,5,2
"1116",4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,2,3
"1117",3,1,4,1,5,1,5,5,2,5,5,3,1,1,5,4,1,4,5,1,1,1,1
"1118",3,4,3,3,4,4,2,4,2,4,4,2,4,3,4,3,3,3,4,2,2,4,2
"1119",2,5,4,3,3,2,3,4,2,3,4,2,4,2,4,3,3,2,4,2,2,4,4
"1120",3,5,5,3,3,4,4,3,1,3,3,2,3,3,2,4,3,3,2,1,3,2,1
"1121",4,4,3,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,2,3,4,3,2
"1122",3,4,3,3,4,5,4,4,2,4,4,3,4,4,4,4,4,4,5,2,4,3,2
"1123",3,5,5,1,3,3,1,2,5,2,3,1,1,2,2,2,1,2,3,5,1,1,5
"1124",3,4,2,2,2,2,2,2,2,4,2,2,2,2,4,3,2,2,5,1,2,5,3
"1125",3,5,4,1,2,1,2,3,5,4,3,1,1,1,1,3,3,1,2,3,1,3,3
"1126",3,5,4,4,3,3,3,3,2,3,3,2,3,2,3,3,3,3,4,2,2,3,4
"1127",4,4,2,3,4,4,3,4,2,4,4,3,4,4,4,3,3,4,2,4,3,3,2
"1128",4,5,4,2,4,5,4,4,3,5,2,1,1,4,5,5,3,2,2,1,4,4,2
